ProductDescription,ProductCode,Final Predicted HS Code,Final Confidence Level,F1_2digit,F1_4digit,F1_6digit
Stilton cheese described in additional U.S. note 24 to this chapter and entered pursuant to its provisions,4062015,4063005,0.7792700529098511,1,1,0
"Stock pumps imported for use with machines for making cellulosic pulp, paper or paperboard, not fitted with a measuring device",84137010,84137010,1.0000001192092896,1,1,1
"Strawberries, uncooked or cooked by steaming or boiling in water, frozen",8111000,8111000,0.7782669067382812,1,1,1
Strip and the like of synthetic textile materials of an apparent width not exceeding 5 mm,54049000,54049000,1.0,1,1,1
Strontium nitrate,28342920,28342920,1.0,1,1,1
"Sulfur, sublimed or precipitated; colloidal sulfur",28020000,28020000,1.0,1,1,1
Sweet biscuits (pastry); waffles and wafers,19053000,19053200,0.8395663499832153,1,1,0
"Synthetic organic tanning substances, nonaromatic",32021050,32021050,1.0,1,1,1
"T-shirts, singlets, tank tops and similar garments, knitted or crocheted, of man-made fibers",61099010,61099010,1.0,1,1,1
"Tamping or compacting machinery, not self-propelled",84306100,84306100,1.0,1,1,1
"Tapestry and upholstery fabrics of carded wool or fine animal hair, not mixed mainly or solely with man-made staple fibers or filaments, exceeding 300 g/m2",51119040,51113005,0.9670578837394714,1,1,0
Tents of cotton,63062100,63062911,1.0,1,1,0
Tetramethylthiuram monosulfide,29303030,29303030,1.0,1,1,1
"Theophylline aminophylline (Theophylline-ethylenediamine), and their derivatives; salts thereof",29395000,29395900,0.937874436378479,1,1,0
Three speed,87149315,87149324,0.5833487510681152,1,1,1
Thymol,29071940,29071940,1.0000001192092896,1,1,1
"Tin plates, sheets and strip, of a thickness exceeding 0.20 mm",80040000,80070020,0.9883649945259094,1,0,0
To be installed in tractors suitable for agricultural use,84073405,87087005,0.7668628692626953,0,0,0
"Tomato juice, unfermented and not containing added spirit",20095000,20091100,0.7428314089775085,1,1,0
"Tomatoes, fresh or chilled, if entered from March 1 to July 14, inclusive, or from September 1 to November 14, inclusive, in any year",7020020,7020020,0.9075961112976074,1,1,1
"Tools for working in the hand, with self-contained nonelectric, nonpneumatic motor, suitable for metal working, nesi",84678910,84678910,0.9240236282348632,1,1,1
Torque converters,84834010,84834010,0.9999998807907104,1,1,1
Towels,63039210,58022000,0.6403864026069641,0,0,0
Toy jewelry valued not over 8 cents per piece,71171905,71179060,0.8291957974433899,1,1,0
"Track suits, knitted or crocheted, of synthetic fibers",61121200,61121200,1.0,1,1,1
"Transfers (decalcomanias), vitrifiable",49081000,49081000,1.0,1,1,1
Transmission apparatus for television,85251020,85255030,0.8964236378669739,1,1,0
"Transporter cranes, gantry cranes and bridge cranes",84261900,84261900,1.0,1,1,1
"Travel, sports and similar bags with outer surface of cotton, not of pile or tufted construction",42029215,42029215,1.0,1,1,1
True hemp yarn,53082000,53082000,1.0,1,1,1
"Trunks, suitcases, occupational luggage and similar containers, with outer surface of textile materials nesi",42021280,42021289,0.9416834115982056,1,1,1
"Tubular or bifurcated rivets of iron or steel and not brightened, not lathed and not machined",83082030,83082030,0.917704701423645,1,1,1
"Tunas and skipjack, not in oil, in airtight containers, n/o 7 kg, not of U.S. possessions, over quota",16041430,16041430,1.0,1,1,1
Tweezers of base metal,82032020,82032020,0.973109245300293,1,1,1
"Unbleached woven fabrics of cotton, nesi, containing 85% or more cotton by weight, weighing more than 200g/m2",52091900,52091900,0.9541751146316528,1,1,1
"Uncoated bibulous paper, weighing 150 g/m2 or less, in rolls or sheets, nesi",48056030,48043160,0.8446836471557617,1,0,0
"Uncoated paper and paperboard, weighing not over 15 g/m2, in rolls or sheets, nesi",48056050,48045900,0.8940746784210205,1,0,0
"Uncoated, unbleached kraft wrapping paper in rolls or sheets, weighing 150 g/m2 or less",48043140,48043140,1.0,1,1,1
"Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80 percent vol., nesi",22089080,22089080,0.975658655166626,1,1,1
Universal AC/DC motors of an output of 746 W or more,85012060,85012060,1.0000001192092896,1,1,1
"Unwrought gold bullion and dore, nonmonetary",71081210,71081250,0.8678077459335327,1,1,1
"Unwrought titanium nesi, and titanium powders",81081050,81082000,0.8562074899673462,1,1,0
"Uranium depleted in U235, thorium; alloys, dispersions, ceramic products and mixtures of these products and their compounds",28443050,28443050,1.0,1,1,1
Valued not over $31.50 per dozen pieces,69111015,82159915,0.6143761277198792,0,0,0
Valued not over $40 each incorporating a digital clock or clock-timer,85273210,91070040,0.6997280716896057,0,0,0
Vanilla beans,9050000,9052000,0.7467809915542603,1,1,0
"Vat blue 1 (synthetic indigo) dye, ""Colour Index No. 73000"" and preparations based thereon",32041510,32041510,0.994909942150116,1,1,1
"Vegetable seeds, nesi, of a kind used for sowing",12099180,12099180,0.9356498122215272,1,1,1
"Vegetables nesi, uncooked or cooked by steaming or boiling in water, frozen, not reduced in size",7108070,7108070,0.9411118626594543,1,1,1
"Vermiculite, perlite and chlorites, unexpanded",25301000,25301000,1.0,1,1,1
Vulcanized sheets and slabs wholly of ground or pulverized cork and rubber,45041010,45041010,0.9602279067039492,1,1,1
"Wadding, gauze, bandages, and similar articles, not having an adhesive layer, packed for retail for medical, surgical, like purposes",30059050,30059050,1.0,1,1,1
"Wall clocks nesi, not battery or AC powered, movement measuring over 50 mm wide, valued over $5 each",91052950,91052950,0.898095965385437,1,1,1
"Wall clocks nesi, not battery/AC powered,movement n/o 50 mm wide, over 1 jewel, constructed or designed to operate over 47 hrs w/o rewinding",91052930,91052920,0.8762882947921753,1,1,1
"Wall or ceiling coverings of polymers of vinyl chloride, without a backing of textile fibers",39181050,39181050,1.0,1,1,1
"Wall or ceiling coverings, with a backing of manmade fibers, greater than 70% by weight of PVC",39181031,39181031,1.0,1,1,1
"Walnuts, shelled, fresh or dried",8023200,8023200,0.9934892654418944,1,1,1
"Watch cases, not of precious metal, of metal clad with precious metal or of base metal",91118000,91118000,1.0000001192092896,1,1,1
"Watch movements, complete and assembled, nesi, measuring over 33.8 mm, 8-17 jewels, valued over $15 each",91089960,91089085,0.962552547454834,1,1,0
"Waterproof footwear covering the knee, nesi, with outer soles and uppers of rubber or plastics",64019100,64019910,0.895890474319458,1,1,0
Wet blues,41061920,81122100,0.57799232006073,0,0,0
Wheat or meslin flour,11010000,11010000,1.0000001192092896,1,1,1
Wheat starch,11081100,11081100,1.000000238418579,1,1,1
"White portland cement, whether or not artificially colored",25232100,25232100,0.991287887096405,1,1,1
"Whole bovine skin lining leather, w/o hair on, unit surface n/o 2.6 sq m not incl. chamois, patent, patent laminated or metallized leather",41041040,41071930,0.8334647417068481,1,0,0
Wholly of polyester measuring not less than 75 decitex but not more than 80 decitex and having 24 filaments per yarn,54025210,54023130,0.7434043884277344,1,1,0
Wickerwork,46021035,46021214,0.6469501852989197,1,1,0
Windshield wipers of a kind used for cycles or motor vehicles,85124040,85124040,1.0000001192092896,1,1,1
"Wire, not cold formed, of nickel, not alloyed",75052150,75052250,0.9485163688659668,1,1,0
"With straps, bands or bracelets entered with watches of subheading 9101.29.90 and classifiable therewith pursuant to additional US note 2 to this chapter; of textile material or base metal, gold or si",91012970,91012970,0.8314079046249391,1,1,1
"Witloof chicory, fresh or chilled",7052100,7052100,1.0000001192092896,1,1,1
"Women's or girls' bib and brace overalls, knitted or crocheted, of artificial fibers",61046910,61046910,1.0,1,1,1
"Women's or girls' blouses & shirts, not knitted or crocheted, of wool or fine animal hair, containing 30% or more of silk/silk waste, nesi",62062020,62062020,0.9641892910003662,1,1,1
"Women's or girls' blouses and shirts, not knitted or crocheted, of manmade fibers, certified hand-loomed and folklore products",62064010,62064010,1.0,1,1,1
"Women's or girls' blouses and shirts, not knitted or crocheted, of wool or fine animal hair, certified hand-loomed and folklore products",62062010,62062010,1.0,1,1,1
"Women's or girls' dresses, knitted or crocheted, of cotton",61044200,61044200,1.0,1,1,1
"Women's or girls' dresses, knitted or crocheted, of synthetic fibers, containing 23 percent or more of wool or fine animal hair",61044310,61044310,1.0000001192092896,1,1,1
"Women's or girls' dresses, not knitted or crocheted, of cotton, certified hand-loomed and folklore products",62044210,62044210,1.0000001192092896,1,1,1
"Women's or girls' ensembles, knitted or crocheted, of cotton",61042200,61042200,1.0,1,1,1
"Women's or girls' nightdresses and pajamas, not knitted or crocheted, of man-made fibers",62082200,62082200,1.0,1,1,1
"Women's or girls' overcoats, carcoats, etc, not knitted or crocheted, of cotton, not containing 15% or more by weight of down, etc",62021220,62023020,1.0,1,1,0
"Women's or girls' skirts and divided skirts, not knitted or crocheted, of artificial fibers, certified hand-loomed and folklore products",62045910,62045910,1.000000238418579,1,1,1
"Women's or girls' skirts and divided skirts, not knitted or crocheted, of cotton, certified hand-loomed and folklore products",62045210,62045210,1.0,1,1,1
"Women's or girls' slips and petticoats, knitted or crocheted, of man-made fibers",61081100,61081100,1.0,1,1,1
"Women's or girls' suit-type jackets and blazers, knitted or crocheted, of wool or fine animal hair",61043100,61043100,1.0,1,1,1
"Women's or girls' suits, not knitted or crocheted, of artificial fibers, containing 36 percent or more of wool or fine animal hair",62041910,62041910,1.0000001192092896,1,1,1
"Women's or girls' trousers, breeches & shorts, not knit or crocheted, of artificial fibers, cont. 36% or more of wool or fine animal hair",62046920,62046922,0.9236723184585572,1,1,1
"Women's or girls' trousers, breeches and shorts, not knitted or crocheted, of cotton, nesi",62046240,62046280,0.9455301761627196,1,1,1
"Women's or girls' trousers, breeches and shorts, not knitted or crocheted, of synthetic fibers, nesi, water resistant",62046330,62046375,0.9528543949127196,1,1,1
Wooden cigar and cigarette boxes,44209020,44209020,1.0000001192092896,1,1,1
"Wooden pickets, palings, posts and rails, which are sawn; assembled wooden fence sections",44219070,44219970,0.8968982100486755,1,1,0
"Wool, excl. unimproved, finer than 46s, degreased, not further processed, shorn, not carded or combed, not for special uses",51012140,51012140,0.9999999403953552,1,1,1
Work holders for machine tools used in cutting gears,84662010,84662010,1.0000001192092896,1,1,1
Woven fabrics obtained from strip or the like of synthetic textile materials,54072000,54072000,1.0,1,1,1
"Woven fabrics of acrylic or modacrylic staple fibers, nesi",55152900,55152900,0.9558280110359192,1,1,1
"Woven fabrics of artificial filament yarn, containing 36 percent or more of wool or fine animal hair, printed",54083405,54083405,0.8903419375419617,1,1,1
"Woven fabrics of artificial staple fibers, containing 85% or more by weight of such fibers, unbleached or bleached",55161100,55161100,1.0,1,1,1
"Woven fabrics of artificial staple fibers, less than 85% by weight of such fibers, mixed with man-made filaments, unbleached or bleached",55162100,55162100,0.994644820690155,1,1,1
"Woven fabrics of artificial staple fibers, less than 85% of such fibers, containing 36% or more of wool or fine animal hair, dyed",55163205,55163205,0.9931573271751404,1,1,1
"Woven fabrics of flax, less than 85 percent flax, containing less than 17 percent wool and containing cotton and manmade fibers, nesi",53092930,53092930,0.9551267623901368,1,1,1
"Woven fabrics of polyester staple fibers, mixed mainly or solely with wool or fine animal hair, nesi",55151310,55151310,0.9791371822357178,1,1,1
"Woven fabrics of synthetic filament yarn nesi, containing 36 percent or more by weight of wool or fine animal hair, unbleached or bleached",54079105,54079105,0.9463165402412416,1,1,1
"Woven fabrics of synthetic staple fibers, nesi, under 85% by weight of such fibers, mixed mainly with cotton, over 170g/m2, of colored yarns",55143900,55143039,0.9300499558448792,1,1,0
"Woven fabrics, containing 85 percent or more by weight of textured polyester filaments, unbleached or bleached",54075100,54075100,1.0,1,1,1
"Wrist watches nesi, battery powered, mechanical display only, 2 or more jewel, case nesi, with band of material nesi",91021195,91021195,0.9056671857833862,1,1,1
"Wrist watches nesi, not battery powered, not automatic winding, 8-17 jewels, movement n/o $15 & n/o 15.2 mm, band of materials, nesi",91022930,91022930,0.9489450454711914,1,1,1
Xylenols and their salts,29071400,29024400,0.6564161777496338,1,0,0
"Yarn of combed wool, containing less than 85 percent by weight of wool, not put up for retail sale",51072000,51072060,0.9372802376747132,1,1,1
"o-, m-, p-Phenylenediamine, and diaminotolunes, and their derivatives, and salts thereof, nesi",29215150,29215150,0.9283832311630248,1,1,1
p-Nitrophenols,29089004,29089920,0.9618747234344482,1,1,0
