1996 Item,Predicted HS Code,Associated 2023 Description,Confidence Score
"Parts of furniture (other than seats) of reinforced or laminated plastics, other than those of heading 9402",94039930,"Parts of furniture (o/than seats or o/than of 9402), of reinforced or laminated plastics",0.6725703477859497
"Distillate and residual fuel oils (including blends) derived from bituminous minerals, testing under 25 degrees A.P.I.",27101906,"Distillate and residual fuel oil (including blends) derived from petroleum or oils from bituminous minerals, testing < 25 degrees A.P.I.",0.8639258742332458
"Projection lenses, mounted, and parts and accessories therefor, for cameras, projectors or photographic enlargers or reducers",90021140,"Projection lenses, mounted, and parts and accessories therefor, for cameras, projectors or photographic enlargers or reducers",0.8303756713867188
"Handkerchiefs, not knitted or crocheted, of cotton, hemmed, not containing lace or embroidery",62132010,"Handkerchiefs, not knitted or crocheted, of cotton, hemmed, not containing lace or embroidery",0.8203226327896118
1/ Other............................... 1/ Free (MX),99990064,Imports of textile and apparel goods from Mexico described in additional US note 5(b) to section XI,0.5724475383758545
Missing description,98191133,AGOA goods: textile articles of ch. 50-60 & 63 of lesser developed AGOA defined US note 2 to subchapter and wholly formed from AGOA inputs,0.3893051743507385
Ethylenediamine and its salts,29212100,Ethylenediamine and its salts,0.7978204488754272
Products described in additional U.S. note 3 to section VI,99990062,Imports of textile and apparel goods from Mexico described in additional US note 4(b) to section XI under terms of (d) in such note,0.5241851210594177
"Direct dyes and preparations based thereon, nesi",32041450,"Direct dyes and preparations based thereon, nesoi",0.6601893901824951
1/ Valued not over 28.3¢/kg....... 1/ 23.9¢/kg (MX),99129544,MA apricots in subheading 2008.50.40>= 58.8 cents/kg<88.2 cents/kg,0.6337664723396301
Rolled or flaked grains of oats,11041200,Rolled or flaked grains of oats,0.7507997751235962
"Other complex fluorine salts, nesi",28269090,"Other complex fluorine salts, nesoi",0.7461293935775757
Okra,7099914,"Okra, fresh or chilled",0.505754828453064
Described in additional U.S note 2 to this chapter and entered pursuant to its provisions,98220125,Apparel goods described in US note 2 to this subchapter and entered pursuant to its provisions,0.4930369257926941
"Diodes for semiconductor devices, other than light-emitting diodes, nesi",85411000,"Diodes, other than photosensitive or light-emitting diodes",0.7366429567337036
"Mixtures of vegetables nesi, uncooked or cooked by steaming or boiling in water, frozen",7109091,"Mixtures of vegetables not elsewhere specified or included, uncooked or cooked by steaming or boiling in water, frozen",0.750169038772583
"Spoons and ladles of base metal, with base metal (except stainless steel) or nonmetal handles",82159940,Base metal spoons and ladles with handles of base metal (o/than stain. steel) or w/nonmetal handles,0.7510004043579102
Products described in additional U.S. note 3 to section VI,29359075,"Other sulfonamides (excluding drugs, etc) of products descibed in US note 3 to section 6",0.4792332649230957
"1/ Pet food packaged for retail sale,",23091000,"Dog or cat food, put up for retail sale",0.5561968088150024
"Printed certified hand-loomed plain weave fabrics of cotton, 85% or more cotton by weight, more than 100 g/m2 but not more than 200 g/m2",52085120,"Printed certified hand-loomed plain weave fabrics of cotton, 85% or more cotton by weight, weighing not over 100 g/m2",0.7993388175964355
"Women's or girls' suit-type jackets and blazers, knitted or crocheted, of wool or fine animal hair",61043100,"Women's or girls' suit-type jackets and blazers, knitted or crocheted, of wool or fine animal hair",0.8760389089584351
Ethyl 2- 4- (6chloro-2-benzoxazolyl)-oxy phenoxy propanoate (fenoxaprop ethyl),29349907,Ethyl 2-[4-[(6-chloro-2-benzoxazoyl)oxy]phenoxy]propanoate (Fenoxaprop- ethyl),0.7305988073348999
"Gloves, mittens and mitts, not ski, not knitted or crocheted, of cotton, not impregnated/coated with plastics/rubber, with fourchettes",61169208,"Gloves, etc., specially designed for sports, including ski and snowmobile gloves, mittens and mitts, knitted or crocheted, of cotton",0.7809362411499023
Described in additional U.S note 7 to this chapter and entered pursuant to its provisions,98220125,Apparel goods described in US note 2 to this subchapter and entered pursuant to its provisions,0.47044289112091064
Universal AC/DC motors of an output of 746 W or more,85012060,Universal AC/DC motors of an output of 746 W or more,0.6957096457481384
"White portland cement, whether or not artificially colored",25232900,"Portland cement (other than white cement), whether or not colored",0.6805733442306519
Leucite; nepheline and nepheline syenite,25293000,Leucite; nepheline and nepheline syenite,0.7324572801589966
"Articulated link chain of iron or steel, other than roller chain",73151200,"Iron or steel, articulated link chain (other than roller chain)",0.8002722263336182
Missing description,98191133,AGOA goods: textile articles of ch. 50-60 & 63 of lesser developed AGOA defined US note 2 to subchapter and wholly formed from AGOA inputs,0.3893051743507385
Profile projectors,90314910,Profile projectors,0.7123473882675171
Missing description,98191133,AGOA goods: textile articles of ch. 50-60 & 63 of lesser developed AGOA defined US note 2 to subchapter and wholly formed from AGOA inputs,0.3893051743507385
1/ Subject to the quantitative,99130455,Australia goods: Of subheading 0406.90.33 subject to the quantitative limits specified in U.S. note 14 to this subchapter,0.5462548136711121
Other,83100000,"Base metal sign plates, name plates, address plates, numbers, letters and other symbols (o/than of 9405), and base metal parts thereof",0.41179952025413513
"Combined refrigerator-freezers, fitted with separate external doors, electric or other",84181000,"Combined refrigerator-freezers, fitted with separate external doors, electric or other",0.705601692199707
1/ Valued 50¢/kg or more,35030040,Inedible gelatin and animal glue valued 88 cents or more per kg,0.629863977432251
Xylenols and their salts,27073000,"Xylenes, from distillation of hi-temp coal tar or in which wt. of aromatic components o/wt. of nonaromatic components",0.6609994173049927
"Articles of iron or steel, nesi, coated or plated with precious metal",73269060,"Iron or steel, articles nesoi, coated or plated with precious metal",0.7890602350234985
Other,83100000,"Base metal sign plates, name plates, address plates, numbers, letters and other symbols (o/than of 9405), and base metal parts thereof",0.41179952025413513
Missing description,98191133,AGOA goods: textile articles of ch. 50-60 & 63 of lesser developed AGOA defined US note 2 to subchapter and wholly formed from AGOA inputs,0.3893051743507385
Other,83100000,"Base metal sign plates, name plates, address plates, numbers, letters and other symbols (o/than of 9405), and base metal parts thereof",0.41179952025413513
"Barley, other than for malting purposes",10039020,"Barley, other than seed, for malting purposes",0.795537531375885
Other,83100000,"Base metal sign plates, name plates, address plates, numbers, letters and other symbols (o/than of 9405), and base metal parts thereof",0.41179952025413513
"Record players, other than coin- or token-operated, without loudspeaker",85198920,"Record players, other than coin- or token-operated, with loudspeakers",0.7732481956481934
Artificial waxes and prepared waxes of polyethylene glycol,34042000,Artificial waxes and prepared waxes of polyethylene glycol,0.815312385559082
"Aminohydroxynaphthalene sulfonic acids and their salts, nesi",29222140,Aminohydroxynaphthalene sulfonic acids and their salts of products described in additional US note 3 to section VI,0.7386629581451416
Wheat starch,11081100,Wheat starch,0.7516175508499146
"Yellowfin tunas, fresh or chilled, excluding fillets, other meat portions, livers and roes",3023200,"Yellowfin tunas, fresh or chilled, excluding fillets, other meat portions, livers and roes",0.8445765972137451
Butylene glycol,29053910,Butylene glycol,0.794394850730896
Missing description,98191133,AGOA goods: textile articles of ch. 50-60 & 63 of lesser developed AGOA defined US note 2 to subchapter and wholly formed from AGOA inputs,0.3893051743507385
"Kitchen and butcher knives having fixed blades, with rubber or plastics handles",82119240,"Knives w/fixed blades (o/than table or kitchen and butcher knives), with rubber or plastic handles",0.7940102815628052
Mono- or disodium phosphates,28352200,Mono- or disodium phosphates,0.8494075536727905
"Nonadhesive plates, sheets, film, foil, strip, noncellular, not combined with other materials, of polymers of vinyl chloride, flexible, nesi",39209920,"Nonadhesive film, strips and sheets, noncellular, not combined with other materials, of plastics nesoi, flexible",0.815665066242218
1/ Parts and accessories of the instruments,90230000,"Instruments, apparatus and models, designed for demonstrational purposes, unsuitable for other uses, and parts and accessories thereof",0.6811379790306091
"Plates, sheets and strip of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)",74094000,"Copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver), plates, sheets and strip, w/thickness o/0.15mm",0.8281538486480713
Parts of can-sealing machines,84229011,Parts of can-sealing machines,0.8172177076339722
"Tubular or bifurcated rivets of iron or steel and not brightened, not lathed and not machined",83082030,"Iron or steel bifurcated rivets, not brightened, not lathed and not machined",0.6748043298721313
"Wrist watches nesi, battery powered, mechanical display only, 2 or more jewel, case nesi, with band of material nesi",91021165,"Wrist watches nesoi, electrically operated, mechanical display only, over 1 jewel, case nesoi, with band of textile material or base metal",0.7540254592895508
"Adhesive dressings and other articles having an adhesive layer, coated or impregnated with pharmaceutical substances, packed for retail",30051010,"Adhesive dressings and other articles having an adhesive layer, coated or impregnated with pharmaceutical substances, packed for retail",0.8983187675476074
Bromides of sodium or of potassium,28275100,Bromides of sodium or potassium,0.7553422451019287
"Tomato juice, unfermented and not containing added spirit",20095000,"Tomato juice, concentrated or not concentrated",0.6253499984741211
"Carpet sweepers, not electromechanical having self-contained electric motor",84798970,"Carpet sweepers, not electromechanical having self-contained electric motor",0.8322299718856812
"Gauze, other than narrow fabrics of heading 5806, of cotton",58030010,Gauze (other than narrow fabrics of heading 5806) of cotton,0.8170605897903442
1/ 4-Methoxyaniline-2-sulfonic acid (provided,29145010,5-Benzoyl-4-hydroxy-2-methoxy-benzenesulfonic acid,0.6231484413146973
"Lighters nesi, of precious metal (except silver), of precious or semiprecious stones, or of such metal and such stones",96138040,"Cigarette lighters & similar lighters (o/than pocket or table), n/elect., of prec.metal (o/than silver), precious/semiprec. stones, or comb.",0.6614869236946106
"Revolvers and pistols, other than those of heading 9303 or 9304",93032000,"Shotguns (incl. comb. shotgun-rifles), for sport, hunting or target-shooting",0.6550482511520386
Double or complex silicates,28421000,Double or complex silicates,0.8211238384246826
"Pre-shave, shaving or after-shave preparations, not containing alcohol",33071020,"Pre-shave, shaving or after-shave preparations, containing alcohol",0.8219273090362549
"Photosensitive semiconductor devices, nesi",85414910,"Other photosensitive semiconductor diodes, other than light-emitting",0.7919485569000244
"Artificial fire logs, composed of wax and sawdust, with or without added materials",44013920,"Artificial fire logs, composed of wax and sawdust, with or without added materials",0.8729478716850281
Knives with silver handles,71141110,"Knives with handles of silver, whether or not plated or clad with other precious metal",0.7482103705406189
"Palladium, unwrought or in powder form",71102100,"Palladium, unwrought or in powder form",0.7760237455368042
Missing description,98191133,AGOA goods: textile articles of ch. 50-60 & 63 of lesser developed AGOA defined US note 2 to subchapter and wholly formed from AGOA inputs,0.3893051743507385
Other,83100000,"Base metal sign plates, name plates, address plates, numbers, letters and other symbols (o/than of 9405), and base metal parts thereof",0.41179952025413513
"Men's or boys' trousers, breeches and shorts, not knitted or crocheted, of artificial fibers, certified hand-loomed and folklore products",62034935,"Men's or boys' trousers, breeches and shorts, not knitted or crocheted, of artificial fibers, certified hand-loomed and folklore products",0.8741655945777893
Natural sodium borates,28402000,"Borates, other than disodium tetraborate (refined borax)",0.7321362495422363
Nickel waste and scrap,75030000,"Nickel, waste and scrap",0.7990896701812744
Having an outer surface impregnated coated covered or laminated with rubber or plastics material which completely obscures the underlying fabric,59032030,"Textile fabrics nesoi, impregnated, coated, covered or laminated with polyurethane",0.646365225315094
Missing description,98191133,AGOA goods: textile articles of ch. 50-60 & 63 of lesser developed AGOA defined US note 2 to subchapter and wholly formed from AGOA inputs,0.3893051743507385
"Air conditioning machines incorporating a refrigerating unit, nesi",84158201,"Air conditioning machines incorporating a refrigerating unit, nesoi",0.8582214713096619
1/ Valued 30¢/kg or more,35030040,Inedible gelatin and animal glue valued 88 cents or more per kg,0.6331393718719482
"Flaxseed (linseed), whether or not broken",12040000,"Flaxseed (linseed), whether or not broken",0.8158352971076965
"3- or 4-thread twill, incl. cross twill, less than 85% polyester staple fibers mixed mainly or solely with cotton, over 170 g/m2, dyed",52093200,"Dyed 3- or 4-thread twill fabrics of cotton, including cross twill, containing 85% or more cotton by weight, weighing more than 200 g/m2",0.8260349631309509
Nickel oxide sinters and other intermediate products of nickel metallurgy,75012000,Nickel oxide sinters and other intermediate products of nickel metallurgy,0.8769495487213135
1/ Electronic keyboxes and parts thereof,83017000,"Base metal keys for padlocks, other locks, and clasps and frames with clasps incorporating locks",0.4942980706691742
"Pearl onions not over 16 mm in diameter, fresh or chilled",7031030,"Pearl onions not over 16 mm in diameter, fresh or chilled",0.8210331201553345
Snowplows and snowblowers,84302000,Snowplows and snowblowers,0.7586604356765747
Nonaromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only containing an unfused pyrazole ring,29331945,Nonaromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only containing an unfused pyrazole ring,0.8862734436988831
1/ Barbituric acid (provided for in,29335290,Salts of barbituric acid,0.6999399065971375
"Nonaromatic nonionic organic surface-active agents (other than soap), other than of fatty substances of animal or vegetable origin",34024290,"Non-ionic organic surface-active agents, other than fatty substances of animal, vegetable or microbial origin, other than aromatic / modified aromatic",0.7002049684524536
Other,83100000,"Base metal sign plates, name plates, address plates, numbers, letters and other symbols (o/than of 9405), and base metal parts thereof",0.41179952025413513
Inflatable rafts,89071000,Inflatable rafts (o/than used for pleasure or sports of 8901.10),0.7622466087341309
"Glassine and other glazed transparent or translucent papers, in rolls or sheets",48064000,"Glassine and other glazed transparent or translucent papers, in rolls or sheets",0.8429156541824341
1/ Valued not over $1.76/kg....... 1/ 85.8¢/kg (MX),99129543,MA apricots in subheading 2008.50.40>= 39.2 cents/kg<58.8 cents/kg,0.5885460376739502
Mixtures of dinocap and application adjuvants,38089205,Mixtures of dinocap and application adjuvants,0.7977786660194397
Woven fabrics obtained from strip or the like of synthetic textile materials,54072000,Woven fabrics obtained from strip or the like of synthetic textile materials,0.8349312543869019
Wheat or meslin flour,11010000,Wheat or meslin flour,0.7213647365570068
"Panels, boards, tiles and similar articles of vegetable fiber, straw or wood wastes, agglomerated with cement or other mineral binders",68080000,"Panels, boards, tiles and similar articles of vegetable fiber, straw or wood wastes, agglomerated with cement, plaster or o/mineral binders",0.7148280143737793
Torque converters,84834010,Torque converters,0.7400076389312744
"Tube or pipe fittings of alloy steel (except stainless steel), nesi, not machined, not tooled and not otherwise processed after forging",73072900,"Stainless steel, not cast, fittings for tubes/pipes, nesoi",0.7635339498519897
Automatic banknote dispensers and other coin or currency handling machines,84729010,Automatic teller machines,0.7105034589767456
1/ Pork hams and shoulders (except,2101900,"Meat of swine other than hams, shoulders, bellies (streaky) and cuts thereof, salted, in brine, dried or smoked",0.8019765019416809
"Molds for rubber or plastics, other than injection or compression types, other than for shoe machinery",84807180,"Molds for rubber or plastics, injection or compression types, other than for shoe machinery or for manufacture of semiconductor devices",0.868715226650238
Missing description,98191133,AGOA goods: textile articles of ch. 50-60 & 63 of lesser developed AGOA defined US note 2 to subchapter and wholly formed from AGOA inputs,0.3893051743507385
Other,83100000,"Base metal sign plates, name plates, address plates, numbers, letters and other symbols (o/than of 9405), and base metal parts thereof",0.41179952025413513
Described in general note 15 of the tariff schedule and entered pursant to its provisions,99990062,Imports of textile and apparel goods from Mexico described in additional US note 4(b) to section XI under terms of (d) in such note,0.5878410935401917
1/ Valued 70¢/kg or more,35030040,Inedible gelatin and animal glue valued 88 cents or more per kg,0.6389317512512207
Calcareous monumental or building stone of apparent spec. gravity <2.5 (except granite or sandstone) in blocks or slabs,25152000,"Calcareous monument.or build.stone (o/than marble/traver.) of spec. gravity >=2.5 & alabaster, crude, rough, trimmed or cut blocks or slabs",0.7079321146011353
Road wheels,40121140,"Retreaded radial pnuematic tires, of rubber, of a kind used on motor cars (including station wagons and racing cars)",0.5195840001106262
Other,83100000,"Base metal sign plates, name plates, address plates, numbers, letters and other symbols (o/than of 9405), and base metal parts thereof",0.41179952025413513
"Mangoes, otherwise prepared or preserved, nesi",20089940,"Mangoes, otherwise prepared or preserved, nesoi",0.8374000787734985
"Women's or girls' dresses, not knit or crocheted, of synthetic fibers, containing 30% or more of silk or silk waste, other than certified",62044320,"Women's or girls' dresses, not knit or crocheted, of synthetic fibers, containing 30% or more of silk or silk waste, other than certified",0.9111663699150085
"Men's or boys' anoraks, windbreakers and similar articles, not knitted or crocheted, of manmade fibers, nesi",62014070,"Men's or boys' anoraks, windbreakers & similar articles, not knitted or crocheted, of manmade fibers, nesoi, water resistant, o/than rec perf outwear",0.7655469179153442
"Sanitary towels and tampons, diapers and diaper liners for babies and similar sanitary articles, of wadding of textile materials, nesi",96190025,"Sanitary towels and tampons, diapers and diaper liners for babies & similar sanitary articles, of wadding of other textile materials, nesoi",0.810095489025116
"Footwear with uppers of leather, made on a base or platform of wood",64039920,"Footwear w/outer soles of rubber/plastics/comp. leather & uppers of leather, n/cov. ankle, made on a base wood",0.7920825481414795
"Gas turbines other than turbojets or turbopropellers, of a power not exceeding 5,000 kW, other than aircraft",84118180,"Gas turbines other than turbojets or turbopropellers, of a power not exceeding 5,000 kW, other than aircraft",0.8546580076217651
"Bran, sharps (middlings) and other residues, derived from the sifting, milling or other working of corn (maize)",23021000,"Bran, sharps (middlings) and other residues, derived from the sifting, milling or other working of corn (maize)",0.8910940885543823
"Lubricating preparations (incl. lubricant-based preparations), nesi",34039900,"Lubricating preparations (incl. lubricant-based preparations), nesoi",0.782909631729126
"Parts and accessories of machines of heading 8445 or their auxiliary machinery, nesi",84483990,"Parts and accessories of machines of heading 8445 or their auxiliary machinery, nesoi",0.8795762062072754
"Mixtures of 5- and 8-amino-2-naphthalenesulfonic acid, 2-naphthylamine-6-sulfonic acid, and o-naphthionic acid (1-amino 2-naphthalenesulfonic acid)",29214525,Mixture of 5- & 8-amino-2-naphthalenesulfonic acid;2-naphthalamine-o-sulfonic acid;& o-naphthionic acid (1-amino-2-naphthalenesulfonic acid),0.7189193367958069
"Powder-actuated hand tools and parts thereof, of base metal",82055920,Powder-actuated hand tools and base metal parts thereof,0.7834486961364746
"Pituitary (anterior) or similar hormones, and their derivatives",29379090,"Other hormones,their derivatives and structural analogues,other steroid derivatives and structural analogue used primarily as hormones,nesoi",0.6717040538787842
Missing description,98191133,AGOA goods: textile articles of ch. 50-60 & 63 of lesser developed AGOA defined US note 2 to subchapter and wholly formed from AGOA inputs,0.3893051743507385
To be installed in tractors suitable for agricultural use,87079010,"Bodies (including cabs), for tractors suitable for agricultural use",0.6642707586288452
1/ Subject to the quantitative,99130455,Australia goods: Of subheading 0406.90.33 subject to the quantitative limits specified in U.S. note 14 to this subchapter,0.5462548136711121
"Ferments, excluding yeasts",21039040,Nonalcoholic preparations of yeast extract (other than sauces),0.567844033241272
Toy jewelry valued not over 8 cents per piece,71179045,"Toy jewelry (except pts.), other than necklaces of plastic shapes, not of base metal, n/o 20 cents/dozen pcs",0.7563649415969849
"Parts and accessories of the electronic calculating machines of subheading 8470.10, 8470.21 or 8470.29",84732100,"Parts and accessories of the electronic calculating machines of subheading 8470.10, 8470.21 or 8470.29",0.842563271522522
Missing description,98191133,AGOA goods: textile articles of ch. 50-60 & 63 of lesser developed AGOA defined US note 2 to subchapter and wholly formed from AGOA inputs,0.3893051743507385
1/ 6-Amino-4-hydroxy-2-naphthalenesulfonic,29089906,4-Hydroxy-1-naphthalenesulfonic acid,0.6950392723083496
Sandals and similar footwear of plastics produced in one piece by molding,64029927,"Sandals w/outer soles & uppers of rubber or plastics, not cov. ankle, produced in one piece by molding",0.789375901222229
Other,83100000,"Base metal sign plates, name plates, address plates, numbers, letters and other symbols (o/than of 9405), and base metal parts thereof",0.41179952025413513
"Radiobroadcast receiver combinations incorporating tape recorders, nesi",85279160,"Radiobroadcast receivers combined with sound recording or reproducing apparatus, nesoi",0.7965183854103088
"Apricot, peach or plum stones and kernels",12129930,"Apricot, peach (other than nectarine) or plum stones and kernels used primarily for human consumption, not elsewhere specified or included",0.7766118049621582
"Roquefort cheese, in original loaves",4064040,"Roquefort cheese, other than in original loaves, not grated or powdered, not processed",0.7346079349517822
Wickerwork,46021214,Baskets and bags of rattan wickerwork,0.6471430659294128
Hydroxycitronellal,29124955,Hydroxycitronellal,0.7284445762634277
"Padlocks (key, combination, or electrically operated), of base metal, not of cylinder or pin tumbler construction, over 6.4 cm in width",83011060,"Padlocks, base metal, of cylinder or pin tumbler construction, not ov 3.8cm wide",0.7589972019195557
"Printed plain weave cotton fabrics, under 85% cotton by weight, mixed mainly with man-made fibers, n/o 200 g/m2, of number 69 or higher",52085160,"Printed plain weave fabrics of cotton, containing 85% or more cotton by weight, weighing not over 100 g/m2, of numbers 43-68",0.8111836910247803
"Sardines, sardinella, brisling or sprats, fresh or chilled, excluding fillets, other meat portions, livers and roes",3024300,"Sardines, sardinella, brisling or sprats, fresh or chilled, excluding fillets, other meat portions, livers and roes",0.8279756307601929
1/ Motorized stair climbing exercise,85437098,"Other electrical machines and apparatus, having individual functions, NESOI",0.4828309416770935
"Vat blue 1 (synthetic indigo) dye, ""Colour Index No. 73000"" and preparations based thereon",32041510,"Vat blue 1 (synthetic indigo) dye, Colour Index No. 73000 and preparations based thereon",0.8787173628807068
Parts and accessories of machines for extruding or drawing man-made textile filaments,84482010,Parts and accessories of machines for extruding or drawing man-made textile filaments,0.7878983616828918
"Floor coverings of coconut fibers (coir), woven, not tufted or flocked, other than with pile",57022020,"Floor coverings of coconut fibers (coir), woven, not tufted or flocked, other than with pile",0.7903008460998535
"Printed woven fabrics of cotton, nesi, containing 85% or more cotton by weight, weighing not more than 200 g/m2, of numbers 43 to 68",52085960,"Printed woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing not more than 200 g/m2, of numbers 43-68",0.7976379990577698
"Parts of mowers for lawns, parks or sports grounds",84339010,"Parts of mowers for lawns, parks or sports grounds",0.7387921214103699
"Rubberized textile fabrics not knitted or crocheted, of cotton, other than those of heading 5902",59069110,"Rubberized textile fabrics of cotton, knitted or crocheted (other than fabric of heading 5902",0.8518867492675781
"Other, under such additional U.S. note 3.",98220920,Panama specialty sugar containing goods of US note 5 to chapter 17 subject to quantitative limits in US note 38 to this subchapter,0.4174930453300476
Parts of shotgun cartridges; air gun pellets,93062900,Parts of cartridges for shotguns; air gun pellets,0.7251279950141907
"Single cotton yarn, 85% or more cotton by weight, of combed fibers, over 14 but n/o 43 nm, not put up for retail sale",52051220,"Single cotton yarn, 85% or more cotton by weight, of uncombed fibers, over 14 nm but n/o 43 nm, bleached or mercerized",0.7674729824066162
Mica waste,25253000,"Mica, waste",0.6670814752578735
"Egg yolks, other than dried, whether or not containing added sweeteners",4081900,"Egg yolks, other than dried, whether or not containing added sweeteners",0.7678912878036499
"Strawberries, uncooked or cooked by steaming or boiling in water, frozen",8111000,"Strawberries, frozen, in water or containing added sweetening",0.7555090188980103
Missing description,98191133,AGOA goods: textile articles of ch. 50-60 & 63 of lesser developed AGOA defined US note 2 to subchapter and wholly formed from AGOA inputs,0.3893051743507385
"Dyed plain weave fabrics of cotton, nesi, 85% or more cotton by weight, over 100 g/m2 but not more than 200 g/m2, of number 42 or lower",52093160,"Dyed, plain weave fabrics of cotton, containing 85% or more cotton by weight, weighing more than 200 g/m2, nesoi",0.8200815916061401
Beryllium oxide and hydroxide,28259010,Beryllium oxide and hydroxide,0.7953144907951355
"Cod, cusk, haddock, pollock and Atlantic Ocean perch (rosefish)",3044901,"Pike, pickerel, whitefish, tilapia, perch, cusk, other fish fillets, fresh or chilled",0.7519043684005737
Towels,58022000,Terry toweling and similar woven terry fabrics (other than narrow fabrics of heading 5806) of textile materials other than cotton,0.6246158480644226
"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",37019930,"Photographic dry plates, nesoi, sensitized, unexposed, of any material other than paper, paperboard or textiles",0.7528420686721802
"Photocopying apparatus, other than electrostatic, incorporating an optical system",84433930,"Photocopying apparatus, other than electrostatic, incorporating an optical system",0.7671854496002197
"Sulfur, sublimed or precipitated; colloidal sulfur",28020000,"Sulfur, sublimed or precipitated; colloidal sulfur",0.6795601844787598
1/ Other.......................... 1/ 3.1¢/kg (MX),99129543,MA apricots in subheading 2008.50.40>= 39.2 cents/kg<58.8 cents/kg,0.5989663600921631
"1/ Polyvinyl chloride edgebanding, of a width",44111220,"MDF, <= 5mm thick, for construction,  laminated",0.5204383134841919
Other,83100000,"Base metal sign plates, name plates, address plates, numbers, letters and other symbols (o/than of 9405), and base metal parts thereof",0.41179952025413513
"Paper and paperboard labels, not printed, nesi",48211040,"Paper and paperboard labels, printed by other than a lithographic process",0.7280615568161011
"Brussels sprouts, uncooked or cooked by steaming or boiling in water, frozen, reduced in size",7108065,"Brussels sprouts, uncooked or cooked by steaming or boiling in water, frozen, not reduced in size",0.7997733354568481
1/ Valued not over 42.1¢/kg....... 1/ 27.8¢/kg (MX),99129534,MA pears in subheading 2008.40.00< 1.4 kg>=39 cents/kg <58.5 cents/kg,0.6295382976531982
Quilts eiderdowns comforters and similar articles,94044010,"Quilts, eiderdowns, comforters and similar articles, of cotton, w/o embroidery/lace/braid/edging,etc",0.7739782333374023
1/ Valued 40¢/kg or more,99129582,"MA other fruit mixtures in subheading 2008.97.90,>=20 cents/kg<32 cents/kg",0.6264957785606384
Tweezers of base metal,82032020,Base metal tweezers,0.8021771907806396
1/ Other.......................... 1/ Free (MX),99990062,Imports of textile and apparel goods from Mexico described in additional US note 4(b) to section XI under terms of (d) in such note,0.5826650857925415
Parts of slide fasteners,96072000,Parts of slide fasteners,0.7509458065032959
"T-shirts, singlets, tank tops and similar garments, knitted or crocheted, of man-made fibers",61099010,"T-shirts, singlets, tank tops and similar garments, knitted or crocheted, of man-made fibers",0.837623119354248
Sterols,29061350,Sterols,0.6500852108001709
"Meat and edible offal nesi, salted, in brine, dried or smoked; flour and meal, nesi",2109991,"Meat and edible offal not elsewhere specified or included, salted, in brine, dried or smoked; edible flours and meals thereof",0.77618807554245
Described in additional U.S note 14 to chapter 4 and entered pursuant to its provisions,99990062,Imports of textile and apparel goods from Mexico described in additional US note 4(b) to section XI under terms of (d) in such note,0.42695721983909607
"Wool, excl. unimproved, finer than 46s, degreased, not further processed, shorn, not carded or combed, not for special uses",51012110,"Unimproved wool and other wool not finer than 46s, degreased, not further processed, shorn, not carded or combed, for special uses",0.8015294075012207
"Artificial flowers, foliage, fruit and parts thereof, and articles therefrom, of materials nesi",67029035,"Artificial flowers/foliage/fruit & pts thereof; articles of artif. flowers, etc.; all the foregoing of man-made fibers",0.6208279132843018
"Aromatic amino-acids and their esters, exc. those with more than one oxygen function; salts, described in add. U.S. note 3, sec. VI",29224930,"Aromatic amino-acids and their esters, excl. those with more than one oxygen function; salts; described in add. U.S. note 3 to sect VI",0.7924370765686035
1/ Valued not over 43.75¢/kg...... 1/ 29.7¢/kg (MX),99129544,MA apricots in subheading 2008.50.40>= 58.8 cents/kg<88.2 cents/kg,0.6174803376197815
"Transporter cranes, gantry cranes and bridge cranes",84261900,"Transporter cranes, gantry cranes and bridge cranes",0.7726007103919983
"Polyesters nesi, saturated, in primary forms",39079950,"Other polyesters nesoi, saturated, in primary forms",0.7544599771499634
"1,3-Bis(aminoethyl)cyclohexane",29213005,"1,3-Bis(aminoethyl)cyclohexane",0.8639152646064758
"Harrows (other than disc), scarifiers, cultivators, weeders and hoes for soil preparation or cultivation",84322900,"Harrows (other than disc), scarifiers, cultivators, weeders and hoes for soil preparation or cultivation",0.703180193901062
"Tamping or compacting machinery, not self-propelled",84306100,"Tamping or compacting machinery, not self-propelled",0.8059003353118896
"Men's or boys' ensembles, knitted or crocheted, of cotton",61032200,"Men's or boys' ensembles, knitted or crocheted, of cotton",0.7876400351524353
1/ Valued $1.30/kg or more,99040447,"Dried milk & cream, w/ or w/o sugar or sweetening matter in 0402.21.90 or 0403.90.65, entered in value safeguard period, $1.80-$1.999/kg",0.6017261743545532
"Catheters, cannulae and the like nesi, used in medical, surgical, dental or veterinary sciences, and parts and accessories thereof",90183900,"Catheters, cannulae and the like nesoi, used in medical, surgical, dental or veterinary sciences, and parts and accessories thereof",0.829410970211029
