1990 Item,Predicted HS Code,Associated 2023 Description,Confidence Score
"Instrument panel clocks for vehicles, air/spacecraft, vessels, w/clock movement over 50 mm wide, valued n/o $10 each, nonelectric",91040060,"Instrument panel clocks for vehicles, air/spacecraft or vessels, w/clock or watch movement < 50 mm wide, nonelectric",0.8033961057662964
Watertube boilers with a steam production exceeding 45 tons per hour,84021100,Watertube boilers with a steam production exceeding 45 tons per hour,0.8127957582473755
"Yarn (other than sewing thread) of polyester staple fibers mixed mainly with artificial staple fibers, multiple, not put up for retail sale",55095160,"Yarn (not sewing thread) of polyester staple fibers mixed mainly/solely with artificial staple fibers, multiple, not put up for retail sale",0.7956305742263794
Eye make-up preparations,33042000,Eye make-up preparations,0.6149662733078003
"Articles of stone or of other mineral substances, nesi",68159941,"Articles of stone or of other mineral substances, nesoi",0.6204433441162109
"Oil well casing of iron or nonalloy steel, other than threaded or coupled, open seamed or closed",73042430,"Stainless steel, seamless casing pipe, threaded or coupled, of a kind used in drilling for oil or gas",0.7330625057220459
"Cotton sewing thread, containing 85 percent or more by weight of cotton, not put up for retail sale",52041100,"Cotton sewing thread, containing 85 percent or more by weight of cotton, not put up for retail sale",0.8130802512168884
"Single cotton yarn, less than 85 percent cotton by weight, of uncombed fibers, over 43 but n/o 52 nm, not put up for retail sale",52061400,"Single cotton yarn, less than 85 percent cotton by weight, of uncombed fibers, over 52 but n/o 80 nm, not put up for retail sale",0.7745591402053833
"Horizontal lathes for removing metal, numerically controlled",84589150,"Lathes (including turning centers), other than horizontal or vertical turret lathes, for removing metal, numerically controlled",0.7987062335014343
Saps and extracts of pyrethrum or of the roots of plants containing rotenone,12119089,"Plants, parts of plants (including seeds and fruits), used in perfumery, pharmacy, insecticidal, fungicidal or similar purposes, fresh or dried",0.5380240678787231
"Spark-ignition reciprocating piston engines for propulsion in vehicles in heading 8701.20, 8702, 8703, 8704, cylinder capacity over 1000cc",84073220,"Spark-ignition reciprocating piston engines used in vehicles of heading 8701.2, 8702-8704, cylinder capacity over 50cc but n/o 250cc",0.7294953465461731
"Citrus fruit, paste and puree being cooked preparations",20079110,"Citrus fruit pastes and purees, being cooked preparations",0.808928906917572
"Corks and stoppers of natural cork, tapered & of a thickness (or length) greater than the maximum diam.,over 19 mm maximum diam., nesi",45031060,"Corks and stoppers of natural cork, of a thickness (or length) not greater than the maximum diameter",0.8470029234886169
"Hand-made lace, in the piece, in strips or in motifs",58043000,"Hand-made lace, in the piece, in strips or in motifs (other than fabrics of heading 6002)",0.7591685056686401
"Medicaments containing antibiotics, nesi, not dosage form and not packaged for retail",30032000,"Medicaments containing antibiotics, nesoi, not dosage form and not packaged for retail",0.861513078212738
Peach jam,20079935,Peach jam,0.6598793268203735
"Women's or girls' trousers, breeches and shorts, knitted or crocheted, of cotton",61046220,"Women's or girls' trousers, breeches and shorts, knitted or crocheted, of cotton",0.8594573736190796
"Finishing agents, dye carriers and like products, nesi, used in the textile industry",38099100,"Finishing agents, dye carriers and like products, nesoi, used in the textile or like industries",0.8149754405021667
"3-Amino-1,2,4-triazole",29339985,"3-Amino-1,2,4-triazole",0.8521395325660706
"Travel sets for personal toilet, sewing or shoe or clothes cleaning (other than manicure and pedicure sets of heading 8214)",96050000,"Travel sets for personal toilet, sewing, shoe or clothes cleaning (o/than manicure and pedicure sets of 8214)",0.8270812630653381
"Nongraphic, nonbleached kraft paper and paperboard, nesi, coated on side(s), in rolls or sheets",48103265,"Nongraphic bleached coated kraft paper/paperboard nesoi, of > 95% wood fiber obtained chemical process, > 150 g/m2, in rolls or sheets nesoi",0.7239792943000793
"Aromatic alcohol peroxides, ether peroxides, ketone peroxides and their halogenated, sulfonated, nitrated or nitrosated derivatives, nesi",29096020,"Aromatic alcohol peroxides, ether peroxides, ketone peroxides and their halogenated, sulfonated, nitrated or nitrosated derivatives, nesoi",0.8048659563064575
"Parts, nesi, of tractors other than suitable for agricultural use or road tractors",87089460,"Pts. & access., nesoi, of tractors suitable for agricultural use, parts of steering wheels/columns/boxes",0.6864540576934814
"Magnetic tape recorders, other than cassette type, incorporating sound reproducing apparatus",85211090,"Magnetic tape-type video recording or reproducing apparatus, other than color, cartridge or cassette type",0.7657043933868408
"Multiple or cabled cotton yarn, 85% or more cotton by weight, of uncombed fibers, yarn over 43 but n/o 52 nm, not put up for retail sale",52064200,"Multiple or cabled cotton yarn, < 85% cotton by weight, of combed fibers, over 14 but n/o 43 nm per single yarn, not put up for retail sale",0.7766467928886414
"Prunes, soaked in brine and dried",8132020,"Prunes and plums, dried, (except if presoaked in brine)",0.7314409017562866
Arsenic,28048000,Arsenic,0.6620478630065918
"Meat of swine, nesi, non retail cuts, fresh or chilled",2031940,"Meat of swine, nesoi, non retail cuts, fresh or chilled",0.7366669178009033
"Oilcake and other solid residues, resulting from the extraction of peanut (ground-nut) oil",23050000,"Oilcake and other solid residues, resulting from the extraction of peanut (ground-nut) oil",0.8526626229286194
"Pork shoulders and cuts thereof, boned and cooked and packed in airtight containers",16024240,"Prepared or preserved pork shoulders and cuts thereof, other than boned and cooked and packed in airtight containers",0.8416537046432495
"Hats and other headgear, knitted or crocheted or made up from knitted or crocheted fabric, of wool",65050030,"Hats and headgear, of wool, knitted or crocheted or made up from knitted or crocheted fabric",0.9031869173049927
"Plates, sheets and strip of nickel alloys, cold formed",75062010,"Nickel alloy, plates, sheets and strip, cold formed",0.8170775771141052
2-Phenylimidazole,29332910,2-Phenylimidazole,0.7983990907669067
"Aromatic drugs of amino-compounds with oxygen function, nesi",29225025,"Aromatic drugs of amino-compounds with oxygen function, nesoi",0.8309838175773621
"Prepared or preserved anchovies, whole or in pieces, not minced, not in oil, in immediate containers with their contents 6.8 kg or less ea.",16041640,"Prepared or preserved anchovies, whole or in pieces, not minced, not in oil, in immediate containers with their contents 6.8 kg or less ea.",0.839340329170227
"Candles, tapers and the like",34060000,"Candles, tapers and the like",0.6923352479934692
"Platinum, unwrought or in powder form",71101100,"Platinum, unwrought or in powder form",0.8359904885292053
Seeds of fennel or juniper,9096200,"Seeds of anise,badian, caraway or fennel; juniper berries; crushed or ground",0.6626582145690918
"Plain weave fabrics, less than 85% polyester staple fibers mixed mainly or solely with cotton, over 170 g/m2, dyed",55142100,"Plain weave fabrics of polyester staple fiber, < 85% by wt polyester staple fibers, mixed mainly/solely with cotton, over 170 g/m2, dyed",0.7668949365615845
"Unwrought zinc, other than casting-grade zinc, not alloyed, containing by weight less than 99.99 percent of zinc",79011250,"Zinc (o/than alloy), unwrought, o/than casting-grade zinc, containing at least 97.5% but less than 99.99% by wt. of zinc",0.7798098921775818
Antihistamines of heterocyclic compounds with nitrogen hetero-atom(s) only cont. pyrimidine or piperazine ring,29339926,Aromatic or modified aromatic antihistamines of heterocyclic compounds with nitrogen hetero-atom(s) only,0.8111676573753357
"Oak wood, sawn or chipped lengthwise, sliced or peeled, over 6 mm thick",44079100,"Oak wood, sawn or chipped lengthwise, sliced or peeled, over 6 mm thick",0.7768929600715637
"Carpets, other textile floor coverings, not of pile construction, woven, not made up, of man-made textile materials",57025052,"Carpets & other textile floor coverings, not of pile construction, woven, not made up, of man-made textile materials",0.8468997478485107
"Plywood nesi, with face ply nesi, not surface covered or surface covered with a clear or transparent material",44123152,"Plywood sheets n/o 6mm thick, tropical wood nesoi at least one outer ply, with face ply nesoi, not surface covered beyond clear/transparent",0.7146941423416138
Barium,28366000,Barium carbonate,0.6933348178863525
"Corks and stoppers of natural cork, tapered and of a thickness (or length) greater than the maximum diameter, n/o 19 mm maximum diameter",45031060,"Corks and stoppers of natural cork, of a thickness (or length) not greater than the maximum diameter",0.8739314675331116
"Flanges of iron or nonalloy steel, not machined, not tooled and not otherwise processed after forging",73079110,"Iron or nonalloy steel, flanges for tubes/pipes, forged, not machined, not tooled and not otherwise processed after forging",0.7511086463928223
"Egg yolks, dried, whether or not containing added sweeteners",4081900,"Egg yolks, other than dried, whether or not containing added sweeteners",0.7732496857643127
"Columns, pillars, posts, beams and girders of iron or steel, not in part of alloy steel",73089030,"Iron or steel, not in part alloy steel, columns, pillars, posts, beams and girders",0.838896632194519
Wooden parquet panels,44121090,"Veneered panels and similar laminated wood, of bamboo, other than plywood",0.5739440321922302
"Ozone, oxygen and aerosol therapy, artificial respiration or other therapeutic respiration apparatus, and parts and accessories thereof",90192000,"Ozone, oxygen and aerosol therapy, artificial respiration or other therapeutic respiration apparatus, and parts and accessories thereof",0.8436856269836426
Skins for stuffed dolls,63079075,"Toys for pets, of textile materials",0.5268958806991577
"Fluorescent, hot cathode discharge lamps, other than ultraviolet lamps",85393100,"Fluorescent, hot cathode discharge lamps, other than untraviolet lamps",0.7660625576972961
"Animal products nesi; dead animals of chapter 1, unfit for human consumption",5119940,"Animal products nesoi; dead animals of chapter 1, unfit for human consumption",0.788413405418396
"Bleached woven fabrics of cotton, nesi, containing 85% or more of cotton by weight, weighing not more than 200 g/m2, of numbers 43 to 68",52083960,"Dyed woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing not more than 200 g/m2, of numbers 43-68",0.7957149744033813
Direct black 51 and other specified basic dyes and preparations based thereon,32041420,Direct black 51 and other specified basic dyes and preparations based thereon,0.84214186668396
"Aluminum wire, not alloyed, of which the maximum cross-sectional dimension exceeds 7 mm",76051900,"Aluminum (o/than alloy), wire, with a maximum cross-sectional dimension of 7 mm or less",0.7214217185974121
"DC motors nesi, of an output exceeding 37.5 W but not exceeding 74.6 W",85013245,"DC motors nesoi, of an output exceeding 14.92 kW but not exceeding 75 kW, used as primary source of mechanical power for electric vehicles",0.7290573716163635
"Origanum, crude or not manufactured",9109920,"Origanum, crude or not manufactured",0.7466528415679932
"Electrical instruments and apparatus for measuring or checking variables of liquids or gases, nesi",90268020,"Electrical instruments and apparatus for measuring or checking variables of liquids or gases, nesoi",0.8357363343238831
"Banana pulp, otherwise prepared or preserved, nesi",20089913,"Banana pulp, otherwise prepared or preserved, nesoi",0.8487869501113892
"Microscopes for microphotography, microcinematography or microprojection, provided with a means for photographing the image",90112040,"Microscopes for microphotography, microcinematography or microprojection, provided with a means for photographing the image",0.876935601234436
"Apricots, dried",8131000,"Apricots, dried",0.8116612434387207
"Ski or snowmobile gloves, mittens and mitts, not knitted or crocheted, of manmade fibers, not impregnated or coated with plastics or rubber",61169935,"Gloves, mittens & mitts specially designed for sports, including ski and snowmobile gloves, mittens and mitts, of artificial fibers",0.856550395488739
Static converters,85044085,"Static converters (for example, rectifiers) for telecommunication apparatus",0.7175078392028809
Communication satellites,88026030,Communication satellites,0.8043627738952637
"Palladium, unwrought or in powder form",71102100,"Palladium, unwrought or in powder form",0.7335570454597473
"Women's or girls' dresses, not knit or crocheted, of synthetic fibers, containing 30% or more of silk or silk waste, other than certified",62044320,"Women's or girls' dresses, not knit or crocheted, of synthetic fibers, containing 30% or more of silk or silk waste, other than certified",0.7969028949737549
Time locks valued over $10 each,91069040,Time locks valued over $10 each,0.8117563724517822
"Retreaded pneumatic tires of rubber, designed for certain agricultural or horticultural machinery",40121920,"Retreaded pneumatic tires, of rubber, designed for certain agricultural or horticultural machinery",0.812484860420227
"Meat and edible offal of chickens, ducks, geese, turkeys and guineas, salted, in brine, dried or smoked; flour and meal of these animals",2109920,"Meat and edible offal of poultry of heading 0105, in brine, dried or smoked; edible flours and meals thereof",0.7654922604560852
2-Mercaptobenzothiazole; and N-(Oxydiethylene)benzothiazole-2-sulfenamide,29342015,2-Mercaptobenzothiazole; and N-(Oxydiethylene)benzothiazole-2-sulfenamide,0.7248553037643433
"Articulated link chain of iron or steel, other than roller chain",73151200,"Iron or steel, articulated link chain (other than roller chain)",0.8102803826332092
"Fats and oils derived from milk, other than butter",4059005,"Fats and oils derived from milk, other than butter or dairy spreads, subject to general note 15 (outside quota)",0.7297514081001282
"Cantharides; bile; glands and other animal products nesi, used in pharmaceutical products",5100040,"Cantharides; bile; glands and other animal products nesoi, used in pharmaceutical products",0.6728495359420776
"Clover seed, other than white and ladino, of a kind used for sowing",12092240,"Clover seeds, other than white and ladino, of a kind used for sowing",0.7920119762420654
"Hydraulic brake fluids and transmission fluids cont. less than 70% by weight of petroleum oils, or bituminus mineral oils",38190000,"Hydraulic brake fluids and transmission fluids cont. less than 70% by weight of petroleum oils, or bituminous mineral oils",0.8766970038414001
"Poultry livers, frozen",2064100,"Livers of swine, frozen",0.7297263741493225
Keyboard pipe organs,92059012,"Keyboard musical instruments, o/than w/elect. sound or ampl., pipe organs",0.6833381652832031
Apparatus & equipment for auto. developing photographic film/paper in rolls or exposing developed film to rolls of photographic paper,90101000,Apparatus & equipment for auto. developing photographic film/paper in rolls or exposing developed film to rolls of photographic paper,0.8391406536102295
Butt welding tube or pipe fittings of stainless steel,73072300,"Stainless steel, not cast, butt welding fittings for tubes/pipes",0.8314926624298096
Groats and meal of rice,11031914,Groats and meal of rice,0.7704324126243591
Solubilized vat blue 5 and specified solubilized vat dyes and preparations based thereon,32041530,Solubilized vat blue 5 and specified solubilized vat dyes and preparations based thereon,0.8345532417297363
"Women's or girls' overcoats, carcoats, capes, windbreakers and similar articles, knitted or crocheted, of manmade fibers, nesi",61044420,"Women's or girls' dresses, knitted or crocheted, of artificial fibers, nesoi",0.788378119468689
"Mixtures of or with a basis of odoriferous substances, used in other than the food or drink industries, over 10 percent alcohol by weight",33029010,"Mixtures of or with a basis of odoriferous substances, used in other than the food or drink industries, zero to 10% alcohol by weight",0.7801893949508667
"Radiobroadcast receivers, not combined with sound recording or reproducing apparatus but combined with a clock",85279160,"Radiobroadcast receivers combined with sound recording or reproducing apparatus, nesoi",0.7006144523620605
"Planing machines, for metals, sintered metal carbides or cermets",84604080,"Honing or lapping machines for working metal or cermets, other than numerically controlled",0.6675755977630615
"Pears and quinces, fresh, if entered during the period from April 1 through June 30, inclusive",8083020,"Pears, fresh, if entered during the period from April 1 through June 30, inclusive",0.7626772522926331
"Parts and accessories nesi, for machines of heading 8464",84734041,Other parts and accessories of the machines of 8472.90.50,0.7999085783958435
"Turbopropellers of a power exceeding 1,100 kW, other than aircraft",84112280,"Turbopropellers of a power exceeding 1,100 kW, other than aircraft",0.8253562450408936
"Tubes, pipes and hollow profiles, seamless, of alloy steel, nesi, having a wall thickness of less than 4 mm",39173900,"Flexible plastic tubes, pipes and hoses, nesoi",0.6656392812728882
"Fast color bases and fast color salts, of sulfonamides",29359020,Sulfonamides used as fast color bases and fast color salts,0.8478158116340637
"Glass lenses and filters, and parts thereof, for signaling purposes, not optically worked",70140030,"Glass lenses and filters (other than optical elements) and parts thereof, for signaling purposes, not optically worked",0.8356449007987976
"Bars and rods nesi of alloy steel other than tool steel, not further worked than cold-formed or cold-finished, nesi",72223000,"Stainless steel, bars and rods, further worked than cold-formed or cold-finished, nesoi",0.7989341020584106
"Pre-recorded magnetic tapes, of a width exceeding 4 mm but not exceeding 6.5 mm, excluding video tape recordings",85232970,Pre-recorded magnetic video tape recordings of a width exceeding 6.5 mm,0.791346549987793
"Folic acid and its derivatives, unmixed",29362910,"Folic acid and its derivatives, unmixed",0.8027357459068298
"Rock lobster and other sea crawfish, live, cooked in shell, or uncooked, dried, salted or in brine, not frozen",3061100,"Rock lobster and other sea crawfish, cooked in shell or uncooked, dried, salted or in brine, frozen",0.863953709602356
"Camping goods nesi, of textile materials other than of cotton",63069050,"Camping goods, nesoi, of textile materials other than of cotton",0.7539119124412537
"Phenylacetic acid salts and esters, nesi",29163415,Odoriferous or flavoring compounds of phenylacetic acid and its salts,0.6766828298568726
Carbon brushes of a kind used for electrical purposes,85452000,Carbon brushes of a kind used for electrical purposes,0.892315149307251
"Uncoated kraft wrapping paper, other than unbleached, in rolls or sheets, weighing 150 g/m2 or less",48043940,"Uncoated kraft wrapping paper, other than unbleached, in rolls or sheets, weighing 150 g/m2 or less",0.8334078788757324
"Cans for any material (except compressed or liquefied gas),of iron or steel, not to be closed by soldering or crimping, cap. under 50 liters",98130045,"Containers for compressed gases, & containers, etc. for use for covering or holding merchandise during transportation and suitable for reuse",0.6811946630477905
"Natural or artificial abrasive powder or grain on a base of materials, nesi",68053050,"Natural or artificial abrasive powder or grain on a base of materials nesoi, in forms nesoi",0.8305109143257141
Cows imported specially for dairy purposes,1022940,Live cattle other than purebred or those imported for dairy purposes,0.7559884786605835
Personal deodorants and antiperspirants,33072000,Personal deodorants and antiperspirants,0.8614664077758789
"Women's or girls' blouses and shirts, not knitted or crocheted, of wool or fine animal hair, nesi",62062030,"Women's or girls' blouses and shirts, not knitted or crocheted, of wool or fine animal hair, nesoi",0.8477095365524292
"Men's or boy's overcoat,etc.,knitted or crocheted, of manmade fibers, containing 23% or more wool or fine animal hair, nesi",61013015,"Men's or boy's overcoat,etc.,knitted or crocheted, of manmade fibers, containing 23% or more wool or fine animal hair, nesoi",0.7873757481575012
Towers and lattice masts of iron or steel,73082000,"Iron or steel, towers and lattice masts",0.7630429267883301
"Religious articles for personal use of a purely devotional character, of imitation jewelry material, nesi",71171930,"Religious articles of a devotional character, design. to be carried on the person, of base metal (whether or not plated with precious metal)",0.6972594857215881
"Models incorporating a motor, nesi",84862000,Machines and apparatus for the manufacture of semiconductor devices or electronic integrated circuits,0.5517182350158691
Carbonates nesi and peroxocarbonates (percarbonates),28369950,"Carbonates nesoi, and peroxocarbonates (percarbonates)",0.8342645168304443
"Footwear with outer soles of rubber or plastics and uppers of textile materials, nesi, valued over $6.50 but not over $12/pair",64029170,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, covering ankle, nesoi, valued over $3 but n/o $6.50/pair",0.8610997200012207
"Headphones, earphones and combined microphone/speaker sets, other than telephone handsets",85183020,"Headphones, earphones and combined microphone/speaker sets, other than telephone handsets",0.7870513200759888
"Yarn of combed wool, containing 85 percent or more by weight of wool, not put up for retail sale",51071030,"Yarn of combed wool, containing 85% or more by weight of wool, not put up for retail sale, of wool fiber avg diameter 18.5 micron or <",0.7492020130157471
"Cartridges and parts thereof, nesi",93063080,Parts of cartridges nesoi,0.6968554258346558
Pencil sharpeners,84729040,Pencil sharpeners,0.7531185150146484
"Gloves, mittens and mitts, knitted or crocheted, of cotton, nesi",62160090,"Gloves, mittens and mitts, not knitted or crocheted, of textile materials nesoi",0.822279155254364
"Salts and esters of citric acid, except sodium citrate",29181550,"Salts and esters of citric acid, except sodium citrate",0.8342298269271851
"Nonconiferous wood dowel rods, plain, continuously shaped along any of its edges or faces",44091060,"Coniferous wood dowel rods, plain, continuously shaped along any of its edges or faces but not on its ends",0.8670426607131958
"Women's or girls' trousers, bib and brace overalls, breeches and shorts, not knitted or crocheted, of textile materials nesi",61046220,"Women's or girls' trousers, breeches and shorts, knitted or crocheted, of cotton",0.8041443824768066
"Coral, cut but not set, and cameos, suitable for use in jewelry",96019040,"Coral, cut but not set, and cameos, suitable for use in jewelry",0.8726308345794678
"Carpets & other textile floor covering, hand-knotted, w/ov 50% by weight of the pile of fine animal hair, nesi",57011016,"Carpets & other textile floor coverings, hand-knotted or hand-inserted, w/ov 50% by weight of the pile of fine animal hair, nesoi",0.8435980081558228
"Printed plain weave cotton fabrics, under 85% cotton by weight, mixed mainly with man-made fibers, n/o 200 g/m2, of number 69 or higher",52105180,"Printed plain weave cotton fabrics, < 85% cotton by weight, mixed mainly/solely with man-made fibers, n/o 200 g/m2, of number 69 or higher",0.7751163244247437
"Squash, fresh or chilled",7099320,"Squash, fresh or chilled",0.8022922277450562
"Yarn containing 85% or more by weight of synthetic staple fibers nesi, singles, not put up for retail sale",55099920,"Yarn (not sewing thread) of synthetic staple fibers nesoi, mixed mainly/solely w/artificial staple fibers, singles, not for retail sale",0.7003231048583984
"Materials containing over 10 percent nickel, not provided for elsewhere in heading 2620",26209930,Materials (ash and residues) not provided for elsewhere in heading 2620 containing by weight over 10 percent nickel,0.7103168964385986
"Warp pile fabrics, epingle (uncut), of cotton, other than fabrics of heading 5802 or 5806",58012710,"Warp pile fabrics, epingle (uncut), of cotton, other than fabrics of heading 5802 or 5806",0.8430222272872925
"Alarm clocks nesi, movement measuring over 50 mm wide, not battery or AC powered, valued over $5 each",91051950,"Alarm clocks nesoi, not electrically operated,  movement measuring over 50 mm in width or diameter, valued over $5 each",0.8195222616195679
"Shawls, scarves, mufflers, mantillas, veils and the like, not knitted or crocheted, of artificial fibers",62143000,"Shawls, scarves, mufflers, mantillas, veils and the like, not knitted or crocheted, of synthetic fibers",0.8871471285820007
Garnetted stock of wool or of fine or coarse animal hair,51040000,Garnetted stock of wool or of fine or coarse animal hair,0.8344173431396484
Single loudspeakers mounted in their enclosures,85182100,Single loudspeakers mounted in their enclosures,0.8155349493026733
"Grape brandy, excluding pisco and singani, in containers over 4 liters, over $2.38/liter",22082030,"Grape brandy, excluding pisco and singani, in containers not over 4 liters, valued over $2.38 to $3.43/liter",0.7895527482032776
"Flat-rolled iron or nonalloy steel in coils, hot-rolled, not clad, plated or coated, nesi, less than 3 mm thick, pickled",72083900,"Iron/nonalloy steel, width 600mm+, hot-rolled flat-rolled products, in coils, w/thick less than 3mm, not pickled/clad/plated/coated",0.8020758032798767
Raw hides and skins of equine animals fresh or preserved but not further prepared,41019070,"Raw equine hides and skins (other than whole), pretanned but further prepared",0.8203744888305664
"3- or 4-thread twill, cont. less than 85% polyester staple fibers mixed mainly or solely with cotton, not over 170 g/m2, dyed",55143032,"Woven 3-or 4-thread twill fabric of poly staple fib,< 85% poly staple fibers,mixed mainly/solely w/cotton,ov 170 g/m2,of yarn of dif. colors",0.7837345600128174
Strontium carbonate,28369200,Strontium carbonate,0.7836724519729614
Unwrought hafnium; hafnium powders,81123100,"Hafnium, unwrought; hafnium powders; hafnium waste and scrap",0.8775403499603271
"Globes and shades of glass, other",94059110,"Parts of lamps, lighting fittings, illuminated signs & the like, globes and shades, of lead crystal glass",0.6590080261230469
"Curtains and drapes, incl. panels and valances, napkins, table covers, mats, scarves, runners, doilies, and like furnishings, of plastics",39249010,"Curtains and drapes, incl. panels and valances, napkins, table covers, mats, scarves, runners, doilies, and like furnishings, of plastics",0.8043286204338074
"Household articles nesi, of noncellular vulcanized rubber other than hard rubber",40169905,"Household articles nesoi, of noncellular vulcanized rubber other than hard rubber",0.775111198425293
"Flat-rolled iron or nonalloy steel products,in coils,cold-rolled,not clad,plated or coated,nes,less than 0.5 mm but not less than 0.361 mm",72085100,"Iron/nonalloy steel, width 600mm+, hot-rolled flat-rolled products, nesoi, not in coils, w/thick o/10mm, not clad/plated/coated",0.7398466467857361
"Pistachios, in shell, fresh or dried",8025100,"Pistachios, fresh or dried, in shell",0.9107258915901184
"Articles of bedding and similar furnishings (for example, quilts, eiderdowns and comforters), nesi",63023220,"Bed linen, not knitted or crocheted, not printed, of manmade fibers, nesoi",0.644432783126831
"Pulley tackle and hoists other than skip hoists or hoists used for raising vehicles, not powered by electric motor",84251100,"Pulley tackle and hoists other than skip hoists or hoists used for raising vehicles, powered by electric motor",0.7772858142852783
"Woven fabrics of artificial filament yarn, of yarns of different colors, 30 percent or more of silk or silk waste, valued over $33/kg",54083230,"Woven fabrics of artificial filament yarn nesoi, dyed, 30 percent or more by wt of silk or silk waste, valued over $33/kg",0.825771689414978
Parts of aircraft of heading 8801 or 8802 nesi,88073000,"Parts of aircraft of headings 8801, 8802, 8806, for airplanes, helicopters, unmanned aircraft, o/t propellers/rotors/undercarriages, nesoi",0.7735930681228638
"o-, m-, p-Phenylenediamine, diaminotoluenes, and their derivatives, and salts thereof, described in additional U.S. note 3 to section VI",29215130,"o-, m-, p-Phenylenediamine, diaminotoluenes, and their derivatives, and salts thereof, described in additional U.S. note 3 to section VI",0.8090611100196838
"Keyboard instruments, other than accordions, the sound of which is produced, or must be amplified, electrically",92071000,"Keyboard musical instruments (o/than accordions), the sound of which is produced, or must be amplified, electrically",0.8584765791893005
"Shawls, scarves, mufflers, mantillas, veils and the like, not knitted or crocheted, containing 70% or more silk or silk waste",62141010,"Shawls, scarves, mufflers, mantillas, veils and the like, not knitted or crocheted, containing 70% or more silk or silk waste",0.8302817344665527
Worked vegetable or mineral carving material and articles nesi; molded or carved articles of pastes or other materials nesi,68099000,"Articles (other than panels, boards, sheets, tiles, etc.) of plaster or of compositions based on plaster, nesoi",0.6596775054931641
"Salicylic acid and its salts, suitable for medicinal use",29182110,"Salicylic acid and its salts, suitable for medicinal use",0.8622384071350098
"Chickpeas (garbanzos), fresh or chilled, shelled or unshelled",7089005,"Chickpeas (garbanzos), fresh or chilled, shelled or unshelled",0.8970533609390259
"Woven fabrics of carded wool or fine animal hair, mixed mainly or solely with man-made filaments, nesi",51112090,"Woven fabrics of carded wool/fine animal hair, mixed mainly or solely with man-made filaments, nesoi",0.8572253584861755
Boron carbide,28499010,Boron carbide,0.8134546279907227
"Ski or snowmobile gloves, mittens and mitts, knitted or crocheted, with plastics or rubber impregnated, coated, etc.",61169935,"Gloves, mittens & mitts specially designed for sports, including ski and snowmobile gloves, mittens and mitts, of artificial fibers",0.8621852993965149
"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements",73011000,"Iron or steel sheet piling, whether or not drilled, punched or made from assembled elements",0.669326663017273
Ferrous products obtained by direct reduction of iron ore,72031000,Ferrous products obtained by direct reduction of iron ore,0.7740672826766968
"Rectangular (including square) plates, sheets and strip of aluminum, not alloyed, of a thickness exceeding 0.2 mm, clad",76069260,"Aluminum alloy, plates/sheets/strip, w/thick. o/0.2mm, o/than rectangular (incl. sq), clad",0.7809536457061768
"Inorganic compounds, nesi; liquid air; compressed air; amalgams, other than of precious metals",38249939,"Mixtures of two or more inorganic compounds, nesoi",0.6140953302383423
p-Nitrotoluene,29042010,p-Nitrotoluene,0.7930400967597961
"Pears and quinces, fresh, if entered during the period from July 1 through the following March 31, inclusive",8083020,"Pears, fresh, if entered during the period from April 1 through June 30, inclusive",0.7615281343460083
"Parts of machinery for sugar manufacture, nesi",84389010,"Parts of machinery for sugar manufacture, nesoi",0.7431032657623291
Chain sprockets and parts thereof,84839010,Chain sprockets and parts thereof,0.7238587141036987
"o-, m-, p-Phenylenediamine, and diaminotolunes, and their derivatives, and salts thereof, nesi",29215150,"o-, m-, p-Phenylenediamine, and diaminotoluenes and their derivatives, and salts thereof, nesoi",0.7078412771224976
"Electric generating sets with compression-ignition internal-combustion piston engines, of an output exceeding 375 kVA",85021300,"Electric generating sets with compression-ignition internal-combustion piston engines, of an output exceeding 375 kVA",0.8344154357910156
"Flat-rolled high-strength nonalloy steel products, in coils, cold-rolled, not clad, plated or coated, 3 mm or more thick",72091815,"Nonalloy hi-strength steel, width 600mm+, cold-rolled flat-rolled products, in coils, w/thick less than 0.5mm, not clad/plated/coated",0.8425818085670471
"Men's or boys' suits, not knitted or crocheted, of textile materials other than of wool, fine animal hair, synthetic or artificial fibers",62031910,"Men's or boys' suits, not knitted or crocheted, of cotton",0.8245508670806885
Colloidal precious metals,28431000,Colloidal precious metals,0.7316293120384216
"Aromatic monoamines and their derivatives and salts thereof, nesi",29214945,"Aromatic monoamines and their derivatives nesoi; salts thereof, described in additional U.S. note 3 to section VI",0.818585991859436
"Mineral or chemical fertilizers nesi, containing the three fertilizing elements nitrogen, phosphorus and potassium",31052000,"Mineral or chemical fertilizers nesoi, containing the three fertilizing elements nitrogen, phosphorus and potassium",0.8026132583618164
"Plain weave fabrics of cotton, 85% or more cotton by weight, over 100 but n/o 200 g/m2, of numbers 43 to 68, of yarns of different colors",52084160,"Plain weave fabrics of cotton, 85% or more cotton by weight, weighing not over 100 g/m2, of numbers 43-68, of yarns of different colors",0.822062611579895
"Men's or boys' shirts, not knitted or crocheted, of manmade fibers, certified hand-loomed and folklore products",62053010,"Men's or boys' shirts, not knitted or crocheted, of manmade fibers, certified hand-loomed and folklore products",0.904262900352478
"Electric flatirons, other than travel type",85164040,"Electric flatirons, other than travel type",0.7972215414047241
