1990 Product Code,1990 Description,GPT-4 Predicted HS Code,Formatted GPT-4 Predicted HS Code,Closest 2023 HS Code,2023 Product Description,F1 Score HS4,F1 Score HS6,F1 Score HS8
29329041,"Aromatic heterocyclic compounds with oxygen hetero-atom(s) only, nesi, described in additional U.S. note 3 to section VI",293299,293299,4029990,"Milk & cream (except condensed milk), concentrated in non-solid forms, sweetened, not desc. gen. note 15 or add. US note 10 to Ch. 4",1.0,0.0,0.0
29190010,Aromatic plasticizers of phosphoric esters and their salts,29199000,29199000,28199000,"Chromium oxides and hydroxides, other than chromium trioxide",1.0,0.0,0.0
55144100,"Printed plain weave fabrics, under 85% by weight polyester staple fibers mixed mainly or solely with cotton, over 170g/m2",5516.14.00,55161400,55161400,"Woven fabrics of artificial staple fibers, containing 85% or more by weight of such fibers, printed",0.0,0.0,0.0
29349047,"Nonaromatic drugs of other heterocyclic compounds, nesi",30049000,30049000,10049000,"Oats, other than seed",0.0,0.0,0.0
74102160,"Copper foil, of a thickness not exceeding 0.15 mm, backed, of refined copper",74091900,74091900,74031900,"Refined copper, unwrought articles nesoi",0.0,0.0,0.0
87071000,"Bodies (including cabs), for the vehicles of heading 8703",870710,870710,20087010,"Nectarines, otherwise prepared or preserved, not elsewhere specified or included",1.0,1.0,0.0
62114100,"Women's or girls' track suits or other garments nesi, not knitted or crocheted, of wool or fine animal hair",620469,620469,4062049,"Romano (cows milk), reggiano, provolone, provoletti, sbrinz and goya, grated or powdered, subject to gen. note 15 to HTS",0.0,0.0,0.0
39211400,"Nonadhesive plates, sheets, film, foil and strip, cellular, of regenerated cellulose",39211900,39211900,39211900,"Nonadhesive plates, sheets, film, foil and strip, cellular, of plastics nesoi",1.0,0.0,0.0
48043120,"Uncoated, unbleached kraft condenser paper, in rolls or sheets, weighing less than 15 g/m 2 or more than 30 g/m 2 to 150 g/m 2",48043900,48043900,48041900,"Uncoated kraftliner, other than unbleached, in rolls or sheets",1.0,0.0,0.0
48044900,"Uncoated kraft paper and paperboard, nesi, in rolls or sheets, weighing more than 150 but less than 225 g/m2, nesi",4804.39.00,48043900,48041900,"Uncoated kraftliner, other than unbleached, in rolls or sheets",1.0,0.0,0.0
20057021,"Prepared or preserved green olives in saline solution, stuffed, place packed, the first 2,700 tons per year in containers less than 1 kg",200570,200570,1029000,"Live bovine animals, other than cattle and buffalo",1.0,1.0,0.0
84471110,"Circular knitting machines with cylinder diameter not exceeding 165 mm, for knitting hosiery",844711,844711,3028411,"Seabass, excl. fillets, livers and roes, fresh or chilled, scaled, in immediate containers weighing with their contents 6.8 kg or less",1.0,1.0,0.0
83024940,"Harness and saddlery or riding-bridle hardware, and parts thereof, of base metal, other than those coated or plated with precious metal",8308.20.00,83082000,32082000,Paints and varnishes (including enamels and lacquers) based on acrylic or vinyl polymers in a nonaqueous medium,0.0,0.0,0.0
53110030,"Woven fabrics of other vegetable textile fibers, containing cotton and manmade fibers, nesi",520832,520832,3052020,"Sturgeon roe, dried, smoked, salted or in brine",0.0,0.0,0.0
68124000,Woven or knitted fabric of asbestos,6812.80,681280,1061201,"Live whales, dolphins and porpoises; manatees and dugongs, seals, sea lions, and walruses",1.0,0.0,0.0
93059050,Parts and accessories of articles of subheading 9304.00.20 or 9304.00.40,9305.99.00,93059900,93059940,Parts and accessories for articles of heading 9303 other than shotguns or rifles,1.0,0.0,0.0
62081940,"Women's or girls' slips and petticoats, not knitted or crocheted, of textile materials nesi",62089200,62089200,62089200,"Women's or girls' singlets & other undershirts, briefs, panties, bathrobes & similar articles, not knitted or crocheted, of man-made fibers",1.0,0.0,0.0
25240000,Asbestos,2524.00.00,25240000,25020000,"Iron pyrites, unroasted",1.0,1.0,1.0
25051050,"Natural silica and quartz sands, nesi",250510,250510,2012010,"High-qual. beef cuts, w/bone in, processed, fresh or chld., descr in add. US note 3 to Ch. 2",1.0,1.0,0.0
84293000,Self-propelled scrapers,842930,842930,2042320,"Boneless meat of lamb, fresh or chilled",1.0,1.0,0.0
35030040,Inedible gelatin and animal glue valued of 88 cents per kg or more,350300,350300,3035300,"Sardines, sardinella, brisling or sprats, frozen, excluding fillets, other meat portions, livers and roes",1.0,1.0,0.0
90103000,Projection screens,85299099,85299099,85299009,Printed circuit assemblies for television cameras,0.0,0.0,0.0
57033000,"Carpets and other textile floor coverings, tufted, whether or not made up, of man-made textile materials, not of nylon or other polyamides",5703.20.00,57032000,7032000,"Garlic, fresh or chilled",1.0,0.0,0.0
32041550,"Vat dyes (including those usable as pigments) and preparations based thereon, nesi",32041500,32041500,32041150,"Disperse dyes and preparations based thereon, nesoi",1.0,1.0,0.0
55091100,"Yarn (other than sewing thread) containing 85% or more by weight of polyamide staple fibers, singles, not put up for retail sale",55031000,55031000,51031000,Noils of wool or of fine animal hair,0.0,0.0,0.0
44020000,"Wood charcoal (including shell or nut charcoal), whether or not agglomerated",4402.90.00,44029000,24029000,"Cigars, cheroots and cigarillos and cigarettes of tobacco substitutes",1.0,0.0,0.0
43021945,"Tanned or dressed whole furskins of beaver, chinchilla, ermine, lynx, raccoon, sable, wolf, other specified animals, dyed, not assembled",43011000,43011000,43011000,"Raw furskins of mink, whole, with or without head, tail or paws",0.0,0.0,0.0
92029060,"String musical instruments, other than guitars or instruments played with a bow",920290,920290,7092090,"Asparagus, nesoi, fresh or chilled",1.0,1.0,0.0
32019050,"Tanning extracts of vegetable origin nesi; tannins and their salts, ethers, esters and other derivatives",3201.20.00,32012000,32012000,Wattle tanning extract,1.0,0.0,0.0
90200060,"Breathing appliances, nesi, & gas masks, excl. protective masks having neither mechanical parts/replaceable filters, parts, accessories of",9020.00.00,90200000,2050000,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",1.0,1.0,0.0
84828000,"Ball or roller bearings nesi, including combined ball/roller bearings",8482.10.50,84821050,84821050,Ball bearings other than ball bearings with integral shafts,1.0,0.0,0.0
68125050,"Clothing, clothing accessories and headgear of asbestos",6812.80.00,68128000,68128010,Footwear of crocidolite,1.0,0.0,0.0
8043060,"Pineapples, fresh or dried, reduced in size",08043000,8043000,2043000,"Carcasses and half-carcasses of lamb, frozen",1.0,0.0,0.0
17019140,"Cane/beet sugar, refined, containing added flavoring matter, whether or not containing added coloring matter, in solid form",17019100,17019100,10019100,"Seed of wheat and meslin, other than durum wheat",1.0,1.0,0.0
2041000,"Carcasses and half-carcasses of lamb, fresh or chilled",02042100,2042100,2042100,"Carcasses and half-carcasses of sheep, other than lamb, fresh or chilled",0.0,0.0,0.0
72172130,"Round wire of iron or nonalloy steel containing 0.25% or more but less than 0.6% of carbon, not plated or coated, whether or not polished",721710,721710,2021010,"Bovine carcasses and halves, frozen, descr. in add. US note 3 to Ch. 2",1.0,0.0,0.0
82055945,Caulking guns of iron or steel,82055900,82055900,20055900,"Beans, not shelled, prepared or preserved otherwise than by vinegar or acetic acid, not frozen",1.0,1.0,0.0
72022150,"Ferrosilicon containing by weight more than 55% but not more than 80% of silicon, nesi",72022100,72022100,72022110,Ferrosilicon containing by weight more than 55% but not more than 80% of silicon and more than 3% of calcium,1.0,1.0,0.0
84186900,"Refrigerating or freezing equipment nesi; heat pumps, other than the air-conditioning machines of heading 8415",8418.99.00,84189900,84189100,Furniture designed to receive refrigerating or freezing equipment,1.0,0.0,0.0
63049100,"Furnishing articles, excluding those of heading 9404, other than bedspreads, knitted or crocheted",6304.92,630492,4063042,"Edam and gouda cheese, processed, not grated or powdered, subject to gen. note 15 of the HTS",1.0,0.0,0.0
84515000,"Machines for reeling, unreeling, folding, cutting or pinking textile fabrics",84440000,84440000,84440000,"Machines for extruding, drawing, texturing or cutting man-made textile materials",0.0,0.0,0.0
10062020,"Basmati rice, husked",10063020,10063020,10039020,"Barley, other than seed, for malting purposes",1.0,0.0,0.0
30021000,Antisera and other blood fractions,300210,300210,50030010,"Silk waste (including cocoons unsuitable for reeling, yarn waste and garnetted stock) not carded or combed",1.0,1.0,0.0
72104100,"Flat-rolled products of iron or nonalloy steel plated or coated with zinc (other than electrolytically), corrugated",7210.49.00,72104900,72104900,"Iron/nonalloy steel, width 600mm+, flat-rolled products, plated or coated with zinc (other than electrolytically), not corrugated",1.0,0.0,0.0
19054000,"Rusks, toasted bread and similar toasted products",1905.90.90,19059090,19059090,"Bakers' wares communion wafers, empty capsules suitable for pharmaceutical use, sealing wafers, rice paper and similar products, nesoi",1.0,0.0,0.0
48056040,"Uncoated wrapping paper, weighing 150 g/m2 or less, in rolls or sheets, nesi",4804.39.00,48043900,48041900,"Uncoated kraftliner, other than unbleached, in rolls or sheets",0.0,0.0,0.0
28352910,Aluminum phosphate,28261200,28261200,28261200,Fluorides of aluminum,0.0,0.0,0.0
70140050,"Signaling glassware nesi, not optically worked",701400,701400,2071400,"Cuts and offal of chickens, frozen",1.0,1.0,0.0
78050000,"Lead tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves)",7806.00.00,78060000,27060000,"Tars (including reconstituted tars), distill. from coal, lignite or peat, and other mineral tars, whether dehydrated or partially distilled",0.0,0.0,0.0
15191940,Industrial monocarboxylic fatty acids nesi,38231100,38231100,38231100,Stearic acid,0.0,0.0,0.0
29333920,"p-Chloro-2-benzylpyridine & other specified heterocyclic compounds, w Nhetero-atom(s) only cont. an unfused pyridine ring",29333995,29333995,29333925,"Herbicides nesoi, of heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused pyridine ring",1.0,1.0,0.0
83024980,"Mountings, fittings and similar articles nesi, and parts thereof, of base metal nesi",8302.42.00,83024200,3024200,"Anchovies, excl. fillets, livers & roes, fresh or chilled, scaled, in immediate containers weighing with their contents <6.8 kg",1.0,0.0,0.0
20098020,"Pear juice, unfermented and not containing added spirit",2009.79.00,20097900,20097900,"Apple juice, of a Brix value exceeding 20, unfermented",1.0,0.0,0.0
90172080,"Drawing and marking-out instruments nesi, (for example, pantographs, protractors and drawing sets)",9017.20,901720,2089020,"Meat and edible offal of deer, fresh, chilled or frozen",1.0,1.0,0.0
73045980,"Tubes, pipes and hollow profiles, seamless, of other alloy steel nesi, of circular cross section, not cold-drawn or cold-rolled, nesi",7304.59.80,73045980,73045980,"Alloy steel (o/than heat-resist or stainless), seamless, n/cold-drawn/cold-rolled, tubes, pipes and hollow prof., w/circ. cross sect., nesoi",1.0,1.0,1.0
61099015,"T-shirts and similar garments, knitted or crocheted, of wool, with long sleeves",6110.20,611020,1061100,Live primates,0.0,0.0,0.0
46021040,"Basketwork, wickerwork and other articles, of one or more of the plaiting materials bamboo, rattan, willow or wood",46021900,46021900,40021900,"Styrene-butadiene rubber (SBR), carboxylated styrene-butadiene rubber (XSBR), except latex, in primary forms or in plates, sheets or strip",1.0,0.0,0.0
29222927,"Drugs of amino-naphthols and -phenols, their ethers and esters, except those cont. more than one oxygen function; salts thereof, nesi",3004.90.00,30049000,10049000,"Oats, other than seed",0.0,0.0,0.0
52102160,"Bleached plain weave fabrics of cotton, under 85% cotton wt., mixed mainly with man-made fibers, not over 200 g/m2, of numbers 43 to 68",52083920,52083920,52083920,"Dyed satin or twill weave fabrics of cotton, containing 85% or more cotton by weight, weighing not more than 200 g/m2, nesoi",0.0,0.0,0.0
55164200,"Woven fabrics of artificial staple fibers, less than 85% by weight of such fibers, mixed mainly or solely with cotton, dyed",5516.14.00,55161400,55161400,"Woven fabrics of artificial staple fibers, containing 85% or more by weight of such fibers, printed",1.0,0.0,0.0
56074925,"Twine (except binder or baler twine), cordage, rope and cables, of polyethylene or polypropylene, not braided or plaited, nesi",56074900,56074900,56049020,"High tenacity yarn of polyesters, of nylon or other polyamides or of viscose rayon, impregnated or coated",1.0,1.0,0.0
59112020,"Bolting cloth nesi, of silk, whether or not made up",500720,500720,2045000,"Meat of goats, fresh, chilled or frozen",0.0,0.0,0.0
90082080,"Microfilm, microfiche or other microform readers, other than those capable of producing copies",84716070,84716070,84716070,"Input or output units suitable for physical incorporation into ADP machine or unit thereof,nesoi, not entered with the rest of a system",0.0,0.0,0.0
85011060,Electric motors of an output of 18.65 W or more but not exceeding 37.5 W,85011020,85011020,85011020,"Electric motors of an output of under 18.65 W, synchronous, valued not over $4 each",1.0,1.0,0.0
62171000,"Clothing accessories, not knitted or crocheted, nesi",621710,621710,60062110,"Unbleached or bleached circular knit fabric, wholly of cotton yarns over 100 metric number per single yarn, nesoi",1.0,1.0,0.0
25086000,Mullite,69022000,69022000,6022000,"Trees, shrubs, and bushes, grafted or not of kinds which bear edible fruits or nuts",0.0,0.0,0.0
72172150,"Wire other than flat or round, of iron or nonalloy steel, 0.25% or more but under 0.6% of carbon, not plated or coated, polished or not",721710,721710,2021010,"Bovine carcasses and halves, frozen, descr. in add. US note 3 to Ch. 2",1.0,0.0,0.0
61062010,"Women's or girls' blouses and shirts, knitted or crocheted, of manmade fibers, containing 23 percent or more of wool or fine animal hair",6110.30,611030,1061100,Live primates,0.0,0.0,0.0
42021260,"Trunks, suitcases, occupational luggage & like containers, w outer surface of veg. fibers, excl. cotton, not of pile or tufted construction",420229,420229,2032290,"Frozen hams, shoulders and cuts thereof, with bone in, other than retail cuts",1.0,0.0,0.0
84773000,Blow-molding machines for working rubber or plastics or for the manufacture of products from these materials,84774000,84774000,84741000,"Sorting, screening, separating or washing machines for earth, stones, ores or other mineral substances in solid form",1.0,0.0,0.0
3056940,"Salmon, in brine or salted but not dried or smoked",030520,30520,2013050,"Bovine meat cuts, boneless, not processed, fresh or chld., descr in add. US note 3 to Ch. 2",0.0,0.0,0.0
57029200,"Carpet & other textile floor coverings, not of pile construction, woven, made up, of man-made textile materials,nesi",57050000,57050000,27050000,"Coal gas, water gas, producer gas and similar gases, other than petroleum gases or other gaseous hydrocarbons",0.0,0.0,0.0
90093000,Thermocopying apparatus,8443.32.00,84433200,84332000,"Mowers nesoi, including cutter bars for tractor mounting",0.0,0.0,0.0
64033000,"Footwear with uppers of leather, made on a base or platform of wood, not having an inner sole or a protective metal toe-cap",640359,640359,4062039,"Colby cheese, grated or powdered, not describ. in gen. note 15 or add. US note 19 to Ch. 4",1.0,0.0,0.0
73079910,"Tube or pipe fittings of iron or nonalloy steel nesi, not machined, not tooled and not otherwise processed after forging",7307.19.90,73071990,73071990,"Cast iron or steel, fittings for tubes or pipes, nesoi",1.0,0.0,0.0
70133940,"Glassware nesi, used for table or kitchen purposes (except drinking glasses), valued over $5 each, cut or engraved",7013.49.00,70134900,70134910,"Glassware for table or kitchen purposes (o/than drinking glasses), of pressed and toughened glass, nesoi",1.0,0.0,0.0
16041450,"Tunas and skipjack, not in airtight containers, not in bulk or in immediate containers weighing with contents over 6.8 kg each",0303.43.00,3034300,3034300,"Skipjack or stripe-bellied bonito, frozen, excluding fillets, other meat portions, livers and roes",0.0,0.0,0.0
63029100,"Toilet and kitchen linen, other than terry toweling or similar terry fabrics of cotton",6302.59.00,63025900,30025900,"Other cell cultures, other than cell therapy products",1.0,0.0,0.0
85015360,"AC motors, nesi, multi-phase, 149.2 kW or more but not exceeding 150 kW",85015230,85015230,85015120,"AC motors nesoi, multi-phase, of an output exceeding 37.5 W but not exceeding 74.6 W",1.0,0.0,0.0
46021022,"Luggage, handbags and flat goods, whether or not lined, of willow",4202.92.00,42029200,42021900,"Trunks, suitcases, vanity cases, attache cases, occupational luggage & like containers surface of vulcanized fiber or paperboard nesoi",0.0,0.0,0.0
49030000,"Children's picture, drawing or coloring books",4903.00.00,49030000,49030000,"Children's picture, drawing or coloring books",1.0,1.0,1.0
90029040,"Mirrors, mounted, for optical uses",900190,900190,1029000,"Live bovine animals, other than cattle and buffalo",0.0,0.0,0.0
84423000,"Machinery, apparatus and equipment of heading 8442, nesi",844230,844230,2042320,"Boneless meat of lamb, fresh or chilled",1.0,1.0,0.0
5071000,"Ivory, ivory powder and waste",0507.10.00,5071000,5071000,"Ivory, ivory powder and waste",1.0,1.0,1.0
38082030,"Fungicides, nesi, containing an inorganic substance, put up for retail sale",38089220,38089220,38089205,Mixtures of dinocap and application adjuvants,1.0,0.0,0.0
69021010,"Refractory magnesite bricks, not siliceous, containing by weight, more than 50% of the elements magnesium, calcium or chromium",69021000,69021000,6021000,Unrooted cuttings and slips of live plants,1.0,1.0,0.0
62059040,"Men's or boys' shirts, not knitted or crocheted, of textile materials, nesi",6205.20.00,62052000,20052000,"Potato preparations, prepared or preserved otherwise than by vinegar or acetic acid, not frozen",1.0,0.0,0.0
90182000,"Ultraviolet or infrared ray apparatus used in medical, surgical, dental or veterinary sciences, and parts and accessories thereof",9018.90.20,90189020,90189020,"Optical instruments and appliances nesoi, used in medical, surgical, dental or veterinary sciences, and parts and accessories thereof",1.0,0.0,0.0
76161070,"Aluminum screws, bolts, nuts, screw hooks, washers and similar articles having shanks, threads, or holes over 6 mm in diameter",7616100000,7616100000,76110000,"Aluminum, reservoirs, tanks, vats & like containers for any material (o/than compressed or liq. gas), w/capacity o/300 l, not fitted w/",1.0,1.0,0.0
29012910,"Unsaturated acyclic hydrocarbons, nesi, derived in whole or in part from petroleum, shale oil or natural gas",290129,290129,2031290,"Fresh or chilled hams, shoulders and cuts thereof, with bone in, other than processed",1.0,1.0,0.0
73242110,"Baths of cast iron, whether or not enameled, coated or plated with precious metal",7324.21.00,73242100,72042100,Stainless steel waste and scrap,1.0,1.0,0.0
7099035,"Olives, fresh or chilled",07052000,7052000,7020020,"Tomatoes, fresh or chilled, entered during Mar.1 to July 14, or the period Sept.1 to Nov.14 in any year",0.0,0.0,0.0
39022010,"Polyisobutylene, elastomeric, in primary forms",39022000,39022000,13022000,"Pectic substances, pectinates and pectates",1.0,1.0,0.0
7129080,"Dried vegetables nesi, and mixtures of dried vegetables, whole, cut, sliced, broken or in powder",071290,71290,1012900,Live horses other than purebred breeding horses,1.0,0.0,0.0
88051000,Aircraft launching gear and parts thereof; deck-arrestors or similar gear and parts thereof,8805.20.00,88052000,68052000,Natural or artificial abrasive powder or grain on a base of paper or paperboard only,1.0,0.0,0.0
45041030,Floor coverings of agglomerated cork,45049000,45049000,45049000,"Agglomerated cork and articles of cork, nesoi",1.0,0.0,0.0
2023020,"Fancy retail beef cuts, frozen, boneless",02023000,2023000,2023002,"High-qual. beef cuts, boneless, processed, frozen, descr in gen. note 15 of the HTS",1.0,0.0,0.0
96151940,"Combs, not of hard rubber or plastics, valued over $4.50 per gross",96151100,96151100,29151100,Formic acid,1.0,0.0,0.0
11052000,Flakes of potatoes,110520,110520,2011050,"Bovine carcasses and halves, fresh or chld., other than descr. in gen. note 15 or add. US note 3 to Ch. 2",1.0,1.0,0.0
54073090,"Fabrics specified in note 9 to section XI, of synthetic filament yarn, nesi",54076900,54076900,54076910,"Woven fab, containing 85%+ by wt of polyester filaments nesoi, unbleached or bleached",1.0,0.0,0.0
28047000,Phosphorus,28047000,28047000,28047000,Phosphorus,1.0,1.0,1.0
6039000,"Cut flowers and flower buds, suitable for bouquets or ornamental purposes, dried, dyed, bleached, impregnated or otherwise prepared",0603.19.00,6031900,6031100,"Sweetheart, Spray and other Roses, fresh cut",0.0,0.0,0.0
73192000,Safety pins of iron or steel,73192000,73192000,73129000,"Iron/steel (o/stainless), plaited bands, slings and the like, not electrically insulated",1.0,1.0,1.0
46021005,Fishing baskets or creels made from vegetable materials,46021900,46021900,40021900,"Styrene-butadiene rubber (SBR), carboxylated styrene-butadiene rubber (XSBR), except latex, in primary forms or in plates, sheets or strip",1.0,0.0,0.0
85273160,"Radiobroadcast receivers combined with sound recording or reproducing apparatus, nesi",852792,852792,40082920,"Rods and profile shapes of vulcanized, noncellular rubber, other than hard rubber",1.0,0.0,0.0
44121215,"Plywood of wood sheet n/o 6 mm thick each,outer ply of nonconiferous wood,face ply of Spanish Cedar or walnut,not or clear surface covered",44123100,44123100,44012100,Coniferous wood in chips or particles,1.0,0.0,0.0
81089030,Wrought articles of titanium,8108.90.00,81089000,12089000,Flours and meals of oil seeds or oleaginous fruits other than those of mustard or soybeans,1.0,1.0,0.0
25251000,Crude mica and mica rifted into sheets or splittings,25252000,25252000,25252000,"Mica, powder",1.0,0.0,0.0
94017900,"Seats, with a metal frame, not upholstered (other than those of heading 9402)",9403.20,940320,7094020,"Celery, other than celeriac, fresh or chilled, reduced in size",0.0,0.0,0.0
74031900,"Articles of refined copper, nesi",74072900,74072900,4072900,"Birds' eggs, in shell, other fresh, not fertilized eggs for incubation, other than  species Gallus domesticus",0.0,0.0,0.0
28252000,Lithium oxide and hydroxide,282520,282520,1022920,Cows imported specially for dairy purposes,1.0,1.0,0.0
65051000,"Hair-nets of any material, whether or not lined or trimmed",6505.00.00,65050000,26050000,Cobalt ores and concentrates,1.0,0.0,0.0
84089090,"Compression-ignition internal-combustion piston engines, for machinery or equipment, nesi",840890,840890,2084001,"Meat and edible meat offal of whales, dolphins, porpoises, manatees, dugongs, seals, seal lions or walruses, fresh, chilled or frozen",1.0,1.0,0.0
60012900,"Knitted or crocheted looped pile fabrics of textile materials, other than of cotton or man-made fibers",60011000,60011000,4011000,"Milk and cream, unconcentrated, with no added sweeteners, fat content, by weight, not more than 1 percent",1.0,0.0,0.0
65040060,"Hats and other headgear, plaited or assembled of strips of vegetable fibers, of unspun fibrous vegetable materials, or paper yarn, not sewed",65050040,65050040,65050040,"Hats and headgear, of wool, made up from felt or of textile material, not knitted or crocheted or made up from knitted or crocheted fabric",0.0,0.0,0.0
16024940,"Prepared or preserved pork, not containing cereals or vegetables, nesi",160249,160249,4061024,"Fresh (unripened/uncured) cheddar cheese, cheese/subs for cheese cont or proc from cheddar cheese, subj to Ch 4 US note 18, not GN15",1.0,1.0,0.0
6031080,"Cut flowers and flower buds suitable for bouquets or ornamental purposes, fresh cut, nesi",0603.19.00,6031900,6031100,"Sweetheart, Spray and other Roses, fresh cut",1.0,0.0,0.0
90279040,Parts and accessories of electrical instruments and apparatus of heading 9027,9027.90,902790,2089020,"Meat and edible offal of deer, fresh, chilled or frozen",1.0,1.0,0.0
90275080,"Nonelectrical instruments and apparatus using optical radiations (ultraviolet, visible, infrared), nesi",90119000,90119000,90119000,"Parts and accessories for compound optical microscopes, including those for microphotography, microcinematography or microprojection",0.0,0.0,0.0
3056140,"Herrings, in brine or salted but not dried or smoked, other than in immediate containers weighing with their contents 6.8 kg or less each",03052000,3052000,3025200,"Haddock, fresh or chilled, excluding fillets, other meat portions, livers and roes",0.0,0.0,0.0
57039000,"Carpets and other textile floor coverings, tufted, whether or not made up, of other textile materials nesi",5703.20,570320,2076020,"Guinea fowls, not cut in pieces, frozen",1.0,0.0,0.0
39033000,"Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms",3903.30.00,39033000,39033000,"Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms",1.0,1.0,1.0
52105200,"Printed 3- or 4-thread twill of cotton, incl. cross twill, under 85% cotton by weight, mixed mainly with man-made fibers, n/o 200 g/m2",5516.14.00,55161400,55161400,"Woven fabrics of artificial staple fibers, containing 85% or more by weight of such fibers, printed",0.0,0.0,0.0
12102000,"Hop cones, fresh or dried, ground, powdered or in the form of pellets; lupulin",1210.20.00,12102000,12102000,"Hop cones, fresh or dried, ground, powdered or in the form of pellets; lupulin",1.0,1.0,1.0
24029000,"Cigars, cheroots and cigarillos and cigarettes of tobacco substitutes",2403.99.10,24039910,24031990,"Smoking tobacco, not water pipe, whether or not containing  substitutes, other, to be used in cigarettes, other nesoi",0.0,0.0,0.0
61171020,"Shawls, scarves, mufflers, mantillas, veils and the like, knitted or crocheted, of man-made fibers",6117.90.00,61179000,26179000,"Metal ores and concentrates, nesoi",1.0,0.0,0.0
84829950,Parts of spherical roller bearings nesi,8482.99.05,84829905,84829905,Inner or outer rings or races for ball bearings,1.0,1.0,0.0
61034210,"Men's or boys' trousers, breeches and shorts, knitted or crocheted, of cotton",610342,610342,4061034,"Fresh (unripened/uncured) american-type cheese, cheese cont or proc. fr american-type, subj to add. US note 19 to Ch.4, not GN15",1.0,1.0,0.0
81122030,Chromium waste and scrap,811221,811221,8112020,"Raspberries, loganberries, black currants and gooseberries, frozen, in water or containing added sweetening",1.0,0.0,0.0
45031030,"Corks and stoppers wholly of natural cork,tapered & of a thickness (or length) greater than the maximum diam.,over 19 mm maximum diam.",45031000,45031000,40131000,"Inner tubes of rubber, of a kind used on motor cars (including station wagons and racing cars), buses or trucks",1.0,1.0,0.0
16041640,"Prepared or preserved anchovies, whole or in pieces, not minced, not in oil, in immediate containers with their contents 6.8 kg or less ea.",16042000,16042000,1042000,Live goats,1.0,0.0,0.0
5059000,"Skins and other parts of birds with feathers or down, only cleaned, disinfected or treated for preservation; powder and waste of feathers",0505.10.00,5051000,5051000,"Feathers of a kind used for stuffing, and down",0.0,0.0,0.0
82055930,"Crowbars, track tools and wedges, and parts thereof, of base metal",8205.59.00,82055900,20055900,"Beans, not shelled, prepared or preserved otherwise than by vinegar or acetic acid, not frozen",1.0,1.0,0.0
85282000,Black and white or other monochrome television receivers,8528.12.00,85281200,85021200,"Electric generating sets with compression-ignition internal-combustion piston engines, of an output exceeding 75 kVA but not over 375 kVA",1.0,0.0,0.0
63109020,"Used or new rags, scrap and worn out articles of twine, cordage, rope or cables, of textile materials nesi, not sorted",6309.00.00,63090000,63090000,Worn clothing and other worn articles,0.0,0.0,0.0
16051040,"Crabmeat, prepared or preserved, other than in airtight containers",1605.10.00,16051000,10051000,Seed corn (maize),1.0,1.0,0.0
20089210,"Mixtures of fruit, nuts, or edible plant parts nesi, otherwise prep/pres, in airtight cont. not cont. apricot, citrus, peach or pear",2008.99.97,20089997,20059997,"Vegetables nesoi,& mixtures of vegetables,prepared or preserved otherwise than by vinegar or acetic acid, not frozen, not preserved by sugar",1.0,0.0,0.0
91091960,"Clock movements nesi, complete and assembled, battery or AC powered, measuring over 50 mm wide, valued over $5 each",9108.91.40,91089140,91019140,"Watches (excl. wrist watches) with cases of or clad with precious metal, electrically operated, with 0-1 jewel in mvmt, n/optoelec. display",0.0,0.0,0.0
84384000,"Brewery machinery, nesi",8438.40.00,84384000,84384000,"Brewery machinery, nesoi",1.0,1.0,1.0
94036080,"Wooden (except bent-wood) furniture other than seats, of a kind not used in offices, kitchens or bedrooms",940360,940360,7094060,"Celery, other than celeriac, fresh or chilled, not reduced in size, if entered August 1 through the following April 14, inclusive",1.0,1.0,0.0
61033100,"Men's or boys' suit-type jackets and blazers, knitted or crocheted, of wool or fine animal hair",61031000,61031000,1031000,Live purebred breeding swine,1.0,0.0,0.0
29142110,Natural camphor,29021100,29021100,29021100,Cyclohexane,0.0,0.0,0.0
39222000,"Lavatory seats and covers, of plastics",39222000,39222000,39222000,"Lavatory seats and covers, of plastics",1.0,1.0,1.0
11081400,Cassava (manioc) starch,110814,110814,2011010,"Bovine carcasses and halves, fresh or chld., descr. in add. US note 3 to Ch. 2",1.0,1.0,0.0
48021000,Handmade paper and paperboard,4801.00.00,48010000,18010000,"Cocoa beans, whole or broken, raw or roasted",0.0,0.0,0.0
38099100,"Finishing agents, dye carriers and like products, nesi, used in the textile industry",380991,380991,2089091,"Other meat and edible meat offal not elsewhere specified or included, fresh, chilled or frozen",1.0,1.0,0.0
29072250,"Hydroquinone (Quinol) and its salts, other than photographic grade",29072200,29072200,29012200,Propene (Propylene),1.0,1.0,0.0
84798960,"Electromechanical appliances with self-contained electric motor, nesi",8509.80.00,85098000,85068000,"Primary cells and primary batteries, nesoi",0.0,0.0,0.0
29095020,Guaiacol and its derivatives,29095000,29095000,20095000,"Tomato juice, concentrated or not concentrated",1.0,1.0,0.0
85366100,"Lampholders for a voltage not exceeding 1,000 V",85366100,85366100,85366100,"Lampholders for a voltage not exceeding 1,000 V",1.0,1.0,1.0
