Article,HTS Code,Final Predicted HS Code,Final Confidence Level,F1_2digit,F1_4digit,F1_6digit
Sodium compounds (con.): Silicates,28391100.0,28391900,0.8362956643104553,1,1,0
Sodium compounds (con.): Vanadate,28419010.0,28419010,0.6641685962677002,1,1,1
Sodium compounds: Arsenate,28429000.0,28139010,0.6103625297546387,1,0,0
Sodium compounds: Bicarbonate,28363000.0,28363000,0.8661088943481445,1,1,1
Sodium compounds: Chloride (Salt): In brine,25010000.0,28291901,0.7496438026428223,0,0,0
Sodium compounds: Chloride (Salt): In bulk,25010000.0,28291901,0.7283302545547485,0,0,0
Sodium compounds: Molybdate,28417050.0,28417050,0.7170826196670532,1,1,1
Sodium nitrate,31025000.0,31025000,1.0,1,1,1
"Solid glass globules and balls, spherical or approximately spherical in shape, colored or not colored, for whatever use intended: Over 6 millimeters in diameter",70021020.0,70021020,0.7683968544006348,1,1,1
"Sound recordings, and magnetic recordings, not provided for in the foregoing provisions of this subpart: Recorded on wire",85249040.0,85198141,0.7177495956420898,1,0,0
Split bamboo,14011000.0,44191200,0.6913712024688721,0,0,0
"Sponges, marine: Grass, velvet, or yellow",5090000.0,5119936,0.651674747467041,0,0,0
"Springs and leaves for springs, of base metal: Suitable for motor vehicle suspension",73201000.0,73201060,0.8264440298080444,1,1,1
Stains,32064950.0,32129000,0.5881302356719971,1,0,0
Steel shavings,72044100.0,73209010,0.7297255992889404,0,0,0
Stereotype-matrix board or mat,48099020.0,48099020,0.7458199858665466,1,1,1
"Still wine, produced from grapes:  Containing over 14 percent of alcohol by volume: In containers each holding not over 1 gallon, if entitled under regulations of the United States Internal Revenue Service to a type designation which includes the name ""Marsala"" and if so designated on the approved label",22042160.0,22042160,0.7276672124862671,1,1,1
"Still wine, produced from grapes:  Containing over 14 percent of alcohol by volume: Sherry",22042180.0,22042981,0.7571797370910645,1,1,0
"Storage batteries and parts thereof: Lead-acid type storage batteries, and parts thereof",,85079080,0.8102072477340698,0,0,0
Strontium compounds: Sulfate: Mineral (Celestite),25309000.0,28369200,0.6988853216171265,0,0,0
"Substantial containers and holders, if products of the United States (including shooks and staves of United States production when returned as boxes or barrels containing merchandise), or if of foreign production and previously imported and duty (if any) thereon paid, or if of a class specified by the Secretary of the Treasury as instruments of international traffic",98030050.0,98030050,0.7815020084381104,1,1,1
"Sulfonated or sulfated: Fatty alcohols and salts of fatty alcohols: Derived from coconut, palm-kernel, or palm oil",34021150.0,38231920,0.6253712773323059,0,0,0
"Sulfur compounds, including thiols, sulfides, sulfoxides, and sulfones",28131000.0,25030000,0.7347832918167114,0,0,0
Sunflower seed,12060000.0,12060000,0.743334174156189,1,1,1
Synthetic plastics materials: Allyl resins,39079110.0,39079120,0.7345621585845947,1,1,1
Synthetic plastics materials: Polyethylene resins,39011000.0,90212140,0.6718685626983643,0,0,0
"Taps, cocks, valves, and similar devices, however operated, used to control the flow of liquids, gases or solids, all the foregoing and parts thereof: Hand-operated and check: Of copper",,84818010,0.7970942854881287,0,0,0
"Textile fabrics, including laminated fabrics, not specially provided for: Of cotton",39219021.0,59032010,0.8002051115036011,0,0,0
"Time switches with watch or clock movements, etc. (con.): Valued over $10 each",91070080.0,91070040,0.8886042237281799,1,1,1
"Time switches with watch or clock movements, etc. (con.): Valued over $2.25 but not over $5 each",91070040.0,91070040,0.8825584650039673,1,1,1
Tin compounds: Tetrachloride,28273700.0,28273925,0.7554757595062256,1,1,0
Tires and tubes for tires of rubber or plastics: Tubes: Bicycle,40132000.0,40132000,0.803341269493103,1,1,1
"Tobacco stems: Not cut, not ground, and not pulverized",24013030.0,24013003,0.8366987109184265,1,1,1
Toy figures of animate objects (except dolls): Having a spring mechanism: Wholly or almost wholly of metal,,95030000,0.6168587803840637,0,0,0
Toy figures of animate objects (except dolls): Not having a spring mechanism: Stuffed: Valued over 10 cents per inch of height,95034110.0,95030000,0.692775547504425,1,1,0
"Toys, and parts of toys, not specially provided for: Toys having a spring mechanism",95034900.0,95030000,0.6663541197776794,1,1,0
"Tubes, of paper, commonly used for holding thread or yarn: Parallel",,48221000,0.6848657131195068,0,0,0
"Tufted fabrics, in which the pile or tuft was inserted or knotted into a pre-existing base, with the pile or tuft covering the entire surface, whether the pile or tuft is wholly or partly cut or is not cut: Of man-made fibers",58023000.0,63029310,0.6913918256759644,0,0,0
"Tufted fabrics, in which the pile or tuft was inserted or knotted into a pre-existing base, with the pile or tuft covering the entire surface, whether the pile or tuft is wholly or partly cut or is not cut: Of silk",58023000.0,57023210,0.6402826309204102,0,0,0
"Tungsten, unwrought and wrought; tungsten waste and scrap: Wrought",81019200.0,81019700,0.8279531598091125,1,1,0
Tuning pins,92099140.0,92099140,0.7535691261291504,1,1,1
Typewriters not incorporating a calculating mechanism: Non-automatic with hand-operated keyboard,84692100.0,84716020,0.5966070890426636,1,0,0
"Upon the request of the Department of State, articles which are the property of a foreign government or of a public international organization: Articles which, while in the United States, will remain the property of such government or of such organization and will be used only in connection with non-commercial functions of such government or of such organization, including exhibitions which are sponsored by or participated in by such government or such organization and which are not commercial in character or connected with commercial undertakings",98090040.0,98090040,0.689385712146759,1,1,1
"Upon the request of the Department of State, articles which are the property of a foreign government or of a public international organization: Printed matter, not containing advertising matter, for free distribution",98090080.0,98090080,0.7897875905036926,1,1,1
Vanilla beans,9050000.0,9052000,0.7467809915542603,0,0,0
"Vat blue 1 (synthetic indigo), ""Colour Index No. 73000""",,32041510,0.9035751819610596,0,0,0
"Vegetable fibers (except cotton), raw; wastes and advanced wastes of such fibers; and vegetable fibers (except cotton) including fiber blends in chief value of such fibers, processed (except roving) but not spun: Abaca: Processed",53052900.0,52030030,0.7379873991012573,0,0,0
"Vegetable fibers (except cotton), raw; wastes and advanced wastes of such fibers; and vegetable fibers (except cotton) including fiber blends in chief value of such fibers, processed (except roving) but not spun: Abaca: Raw, waaste, and advanced waste",53052100.0,53050000,0.7314746379852295,1,1,0
"Vegetable fibers (except cotton), raw; wastes and advanced wastes of such fibers; and vegetable fibers (except cotton) including fiber blends in chief value of such fibers, processed (except roving) but not spun: Flax: Raw",53011000.0,52030005,0.7075563073158264,0,0,0
"Vegetable fibers (except cotton), raw; wastes and advanced wastes of such fibers; and vegetable fibers (except cotton) including fiber blends in chief value of such fibers, processed (except roving) but not spun: Hemp: Processed: Not carded and not hackled",53029000.0,52030030,0.754297137260437,0,0,0
"Vegetable fibers (except cotton), raw; wastes and advanced wastes of such fibers; and vegetable fibers (except cotton) including fiber blends in chief value of such fibers, processed (except roving) but not spun: Sunn: Raw, waste, and advanced waste",53031000.0,52030005,0.7000290155410767,0,0,0
Vegetable parchment paper,48061000.0,48061000,0.8790353536605835,1,1,1
"Vegetables (whether or not reduced in size), etc. (con): Tomatoes: Paste and Sauce",20029000.0,7129078,0.6803297996520996,0,0,0
"Vegetables, dried, desiccated, or dehydrated, etc. (con.): Dried, desiccated, or dehydrated (con.): Potatoes",7121000.0,7101000,0.6317968964576721,0,0,0
"Vegetables, fresh, chilled, or frozen, etc. (con.): Eggplant:, if entered during the period from April 1 to November 30, inclusive, in any year: If product of Cuba",7093020.0,7093020,0.7316519618034363,0,0,0
"Vegetables, fresh, chilled, or frozen, etc. (con.): Garlic",7032000.0,7032000,0.8649787902832031,0,0,0
"Vegetables, fresh, chilled, or frozen, etc., (con.): Squash",7099020.0,7099320,0.8704005479812622,0,0,0
"Veiling made on a lace machine or on a net machine, whether or not ornamented",58041000.0,70197100,0.6059512495994568,0,0,0
Vermoth: In containers each holding over 1 gallon,22059040.0,22059040,0.7512341737747192,1,1,1
Vitamins: Natural: Not artificially mixed,29361000.0,29362100,0.7064207792282104,1,1,0
Vitamins: Synthetic,29361000.0,29362100,0.7285612225532532,1,1,0
"Waste and scrap, of rubber or plastics, fit only for remanufacture: Cellulose acetate",39159000.0,39121200,0.6563082337379456,1,0,0
"Waste of wool or hair and advanced waste of wool or hair: Burr and card waste, whether or not advanced: Advanced",51032000.0,51032000,0.6956139206886292,1,1,1
"Waste of wool or hair and advanced waste of wool or hair: Noils, whether or not advanced: Not advanced",51031000.0,51032000,0.6751319169998169,1,1,0
"Watch movements, assembled, etc. (con.): Not adjusted, etc. (con.): Having over 7 but not over 17 jewels: Over 0.6 but not over 0.8 inch in width (item 716.31)",,91089080,0.6978945136070251,0,0,0
"Watch movements, assembled, etc. (con.): Not adjusted, etc. (con.): Having over 7 but not over 17 jewels: Over 1.5 but not over 1.77 inches in width (item 716.36)",,91089090,0.7255496978759766,0,0,0
"Watch movements, assembled, without dials or hands, or with dials or hands whether or not assembled there on, having no jewels or not over 17 jewels (provided for in part 2E, schedule 7): Not adjusted, not self-winding (or if a self-winding device cannot be incorporated therein), and not constructed or designed to operate for a period in excess of 47 hours without rewinding: Having no-jewels or only one jewel: Over 0.8 but not over 0.9 inch in width (item 716.12)",,91082080,0.8218124508857727,0,0,0
"Watch movements, assembled, without dials or hands, or with dials or hands whether or not assembled there on, having no jewels or not over 17 jewels (provided for in part 2E, schedule 7): Not adjusted, not self-winding (or if a self-winding device cannot be incorporated therein), and not constructed or designed to operate for a period in excess of 47 hours without rewinding: Having no-jewels or only one jewel: Over 1.5 but not over 1.77 inches in width (item 716.16)",,91082080,0.8204964399337769,0,0,0
"Watch movements, assembled, without dials or hands, or with dials or hands whether or not assembled thereon: 1/ Having over 1 jewel but not over 7 jewels: Not adjusted, not self-winding (or if a self-winding device cannot be incorporated therein), and not constructed or designed to operate for a period in excess of 47 hours without rewinding: Having no jewels or only 1 jewel: Not over 0.6 inch in width",,91082080,0.7901192903518677,0,0,0
"Watch movements, assembled, without dials or hands, or with dials or hands whether or not assembled thereon: 1/ Having over 1 jewel but not over 7 jewels: Not adjusted, not self-winding (or if a self-winding device cannot be incorporated therein), and not constructed or designed to operate for a period in excess of 47 hours without rewinding: Having no jewels or only 1 jewel: Over 0.6 but not over 0.8 inch in width",,91082080,0.7880645394325256,0,0,0
"Watch movements, assembled, without dials or hands, or with dials or hands whether or not assembled thereon: 1/ Having over 17 jewels",,91082040,0.8015050888061523,0,0,0
"Wearing apparel not specially provided for, of leather: Of reptile leather",42031020.0,42031020,0.9210349321365356,1,1,1
"Webs, wadding, batting, and nonwoven fabrics, including felts and bonded fabrics, and articles not specially provided for of any one or combination of these products, ail the foregoing, of textile materials, whether or not coated or filled: Of vegetable fibers",,56022100,0.7018705606460571,0,0,0
"Webs, wadding, batting, and nonwoven fabrics, including felts and bonded fabrics, and articles not specially provided for of any one or combination of these products, ail the foregoing, of textile materials, whether or not coated or filled: Of wool: Felts and articles of felt: Valued not over $1.50 per pound",39211219.0,51119030,0.6909035444259644,0,0,0
"Weighing machinery and scales (except balances of a sensitivity of 5 centigrams or better provided for in part 2D of schedule 7), including weight-operated counting and checking machines, and parts thereof; weighing machine weights not provided for in part 2D of schedule 7: Weighing machinery for use in the manufacture of sugar",84238900.0,84239090,0.7036290168762207,1,1,0
"Whenever, in any 12-month period beginning July 1 in any year (January 1 in any year for item 950.06), the respective aggregate quantity specified below for one of the numbered classes of articles has been entered, no article in such class may be entered during the remainder of such period: Cheeses and substitutes for cheese provided for in part 4C, schedule 1: Blue-mold (except Stilton) and cheese and substitutes for cheese containing, or processed from, blue-mold cheese",99041027.0,99040649,0.6271237134933472,1,1,0
"Whenever, in any 12-month period beginning July 1 in any year (January 1 in any year for item 950.06), the respective aggregate quantity specified below for one of the numbered classes of articles has been entered, no article in such class may be entered during the remainder of such period: Dried milk and cream provided for in part 4A of schedule 1: Described in item 115.50",99041009.0,99040518,0.6441641449928284,1,1,0
"Whenever, in any 12-month period beginning May 29 in any year, the respective quantity specified below of wheat fit for human consumption (item 130.70, part 7A, schedule 1) or of milled wheat products fit for human consumption (item 131.40, part 7B, schedule 1) the product of a specified foreign country or area has been entered, no such wheat or milled wheat products, respectively, the product of such country or area may be entered during the remainder of such period: Greece",99042010.0,99035212,0.5097132921218872,1,0,0
"Whenever, in any 12-month period beginning May 29 in any year, the respective quantity specified below of wheat fit for human consumption (item 130.70, part 7A, schedule 1) or of milled wheat products fit for human consumption (item 131.40, part 7B, schedule 1) the product of a specified foreign country or area has been entered, no such wheat or milled wheat products, respectively, the product of such country or area may be entered during the remainder of such period: Panama",99042010.0,99035200,0.6013973355293274,1,0,0
"Whenever, in any 3-month period beginning January 1, April 1, July 1, or October 1 in any year, the respective quantity specified below for one of the four numbered classes of articles the product of a specified foreign country has been reached, no article in such class the product of such country may be entered, or withdrawn from warehouse, for consumption during the remainder of such period and no article may be withdrawn for consumption from any customs bonded warehouse during the remainder of such period if by reason thereof duty would become collectible under section 312 of the Tariff Act of 1930, as amended, in cancellation of a bond charge covering an article in such class the product of such country: For lead-bearing ores and materials provided for in part 1 of schedule 6: Canada",,99990056,0.5820149779319763,0,0,0
"Whenever, in any 3-month period beginning January 1, April 1, July 1, or October 1 in any year, the respective quantity specified below for one of the four numbered classes of articles the product of a specified foreign country has been reached, no article in such class the product of such country may be entered, or withdrawn from warehouse, for consumption during the remainder of such period and no article may be withdrawn for consumption from any customs bonded warehouse during the remainder of such period if by reason thereof duty would become collectible under section 312 of the Tariff Act of 1930, as amended, in cancellation of a bond charge covering an article in such class the product of such country: For lead-bearing ores and materials provided for in part 1 of schedule 6: Peru",,99170436,0.675123929977417,0,0,0
"Whenever, in any 3-month period beginning January 1, April 1, July 1, or October 1 in any year, the respective quantity specified below for one of the four numbered classes of articles the product of a specified foreign country has been reached, no article in such class the product of such country may be entered, or withdrawn from warehouse, for consumption during the remainder of such period and no article may be withdrawn for consumption from any customs bonded warehouse during the remainder of such period if by reason thereof duty would become collectible under section 312 of the Tariff Act of 1930, as amended, in cancellation of a bond charge covering an article in such class the product of such country: For unwrought zinc (except alloys of zinc and zinc dust) and zinc waste and scrap provided for in part 2H of schedule 6: Peru",,98020060,0.6190778017044067,0,0,0
"Whenever, in the respective 12-month period, etc. (con.): Card strips made from cotton having a staple length under 1-3/16 inches, and cotton comber waste,  lap waste, sliver waste, and roving waste, all the foregoing, whether or not advanced, the  product of any country or area including the United States, entered during the 12-month period beginning September 20 in any year: Cuba",99043050.0,52029905,0.6721434593200684,0,0,0
"Whenever, in the respective 12-month period, etc. (con.): Card strips made from cotton having a staple length under 1-3/16 inches, and cotton comber waste,  lap waste, sliver waste, and roving waste, all the foregoing, whether or not advanced, the  product of any country or area including the United States, entered during the 12-month period beginning September 20 in any year: Netherlands",99043050.0,52029905,0.8234916925430298,0,0,0
Willow: prepared for basket makers' use,14019020.0,46021912,0.7497305870056152,0,0,0
Wire of iron or steel (con.): Flat wire (con.): Alloy iron or steel: Coated or plated with metal: Not over 0.01 inch in thickness,72299010.0,72171010,0.7805825471878052,1,0,0
"Wire, of copper: Nickel silver: Not metal coated or plated",74082250.0,74082950,0.8687596321105957,1,1,0
"Wires, rods, tubes, plates, electrodes and similar articles, all the foregoing, of base metal or of metal carbides, coated or cored with flux, of types used for soldering, brazing, welding or deposition of metal or metallic carbides; wire and rods, of base-metal powder, used for metal spraying: Lead-tin solders",83113030.0,83119000,0.8135989904403687,1,1,0
"With veneer face on one side only: Not face finished, or face finished with a clear or transparent material which does not obscure the grain, texture, or markings of the face ply: With face ply of Parana pine (Araucaria angustifolia)",44129110.0,44125960,0.7025735378265381,1,1,0
Wood railroad ties (except switch or bridge ties),44061000.0,44069200,0.6676300764083862,1,1,0
"Wood-veneer panels, whether or not face finished: With veneer faces on both sides: Not face finished, or face finished with a clear or transparent material which does not obscure the grain, texture, or markings of the face ply: With a face ply of Spanish cedar (Cedrela spp.)",44122110.0,44121090,0.7442576885223389,1,1,0
"Wool grease: Conforming to the specifications for wool fat (including hydrous wool fat) appearing on the U.S. Pharmacopoeia, 15th revision",15059000.0,15050090,0.7571343183517456,1,1,0
"Works of the free fine arts, drawings, engravings, photographic pictures, and philosophical and scientific apparatus brought into the United States by professional artists, lecturers, or scientists arriving from abroad for use by them for exhibition and in illustration, promotion, and encouragement of art, science, or industry in the United States",49060000.0,98130070,0.6014406681060791,0,0,0
"Woven fabrics, of silk (con.): In chief value, but not wholly of silk (con.): Jacquard-figured: Degummed, bleached, or colored",50071060.0,54078100,0.6644890308380127,0,0,0
"Woven fabrics, of silk: In chief value, but not wholly of silk: ontaining over 17 percent of wool by weight: Jacquard-figured",50071060.0,50079030,0.7606797218322754,1,1,0
"Woven fabrics, of vegetable fibers (except cotton): Wholly of jute: Bleached, colored, or flame-resistant",53101000.0,55129100,0.7298051118850708,0,0,0
"Woven fabrics, of wool: Fabrics, hand-woven, with a loom width of less than 30 inches: Weighing not over 4 ounces per square yard with warp wholly of vegetable fibers",51111920.0,51111920,0.8166630864143372,1,1,1
"Woven fabrics, wholly of cotton (con): 1/ Not fancy or figured (con): Not bleached and not colored: Of number 100 to 109",,52082160,0.793938398361206,0,0,0
"Woven fabrics, wholly of cotton (con): 1/ Not fancy or figured (con): Not bleached and not colored: Of number 53",,54078100,0.7730557322502136,0,0,0
"Woven fabrics, wholly of cotton (con): 1/ Not fancy or figured (con): Not bleached and not colored: Of number 55",,54078100,0.7748000621795654,0,0,0
"Woven fabrics, wholly of cotton (con): 1/ Not fancy or figured (con): Not bleached and not colored: Of number 57",,54078100,0.772789716720581,0,0,0
"Woven fabrics, wholly of cotton (con): 1/ Not fancy or figured (con): Not bleached and not colored: Of number 58",,54078100,0.774456262588501,0,0,0
"Woven fabrics, wholly of cotton (con): 1/ Not fancy or figured (con): Not bleached and not colored: Of number 63",,52082160,0.7675327658653259,0,0,0
"Woven fabrics, wholly of cotton (con.): Not fancy or figured (con.):  Fancy or figured:  Bleach, but not colored",52082240.0,54078100,0.7524561285972595,0,0,0
"Woven fabrics, wholly of cotton (con.): Not fancy or figured (con.): Not bleached and not colored (con.): Of numbers 160 to 179",,52082140,0.7992691993713379,0,0,0
"Woven fabrics, wholly of cotton (con.): Not fancy or figured (con.): Not bleached and not colored (con.): Of numbers 180 to 199",,52082140,0.7824727296829224,0,0,0
"Woven fabrics, wholly of cotton: 1/ Not fancy or figured: Not bleached and not colored: Of number 14",,52082140,0.7861878871917725,0,0,0
"Woven fabrics, wholly of cotton: 1/ Not fancy or figured: Not bleached and not colored: Of number 18",,52082140,0.782118558883667,0,0,0
"Woven fabrics, wholly of cotton: 1/ Not fancy or figured: Not bleached and not colored: Of number 2",,54078100,0.790726900100708,0,0,0
"Woven fabrics, wholly of cotton: 1/ Not fancy or figured: Not bleached and not colored: Of number 32",,52082140,0.7933362126350403,0,0,0
"Woven fabrics, wholly of cotton: 1/ Not fancy or figured: Not bleached and not colored: Of number 34",,52082140,0.7892882823944092,0,0,0
"Woven or knit, fabrics (except pile or tufted fabrics), of textile materials, coated or filled with rubber or plastics material, or laminated with sheet rubber or plastics, except foam or sponge sheet: Of silk",39211219.0,54074100,0.7858954668045044,0,0,0
"Wrought rods, of copper: Cupro-nickel",74072250.0,74072950,0.7399463057518005,1,1,0
"Wrought rods, of copper: Nickel silver",74072250.0,74072950,0.7615795731544495,1,1,0
"Yachts or pleasure boats, regardless of length or tonnage, whether motor, sail, or steam propelled, owned by a resident of the United States or brought into the United States for sale or charter to a resident thereof, whether or not such yachts or boats are brought into the United States under their own power; and parts thereof: Yachts or pleasure boats: Valued not over $15,000 each",89039100.0,89011000,0.6053150296211243,1,0,0
"Yarns and roving, of vegetable fibers (except cotton): Of coir",53051900.0,53081000,0.7404438257217407,1,0,0
"Yarns of cotton (con.): Wholly of cotton (con.): Not bleached, not mercerized, etc. (con.): Of number 46",,52084160,0.7606214284896851,0,0,0
"Yarns of cotton (con.): Wholly of cotton (con.): Not bleached, not mercerized, etc. (con.): Of number 49",,52084160,0.7650845646858215,0,0,0
"Yarns of cotton (con.): Wholly of cotton (con.): Not bleached, not mercerized, etc. (con.): Of number 52",,52051320,0.766268253326416,0,0,0
"Yarns of cotton (con.): Wholly of cotton (con.): Not bleached, not mercerized, etc. (con.): Of number 53",,52051320,0.7604769468307495,0,0,0
"Yarns of cotton (con.): Wholly of cotton (con.): Not bleached, not mercerized, etc. (con.): Of number 55",,52051320,0.7663992643356323,0,0,0
"Yarns of cotton (con.): Wholly of cotton (con.): Not bleached, not mercerized, etc. (con.): Of numbers 110-119",,52030010,0.7666616439819336,0,0,0
"Yarns of cotton (con.): Wholly of cotton (con.): Not bleached, not mercerized, etc. (con.): Of numbers 140-159",,52084160,0.7677125334739685,0,0,0
"Yarns of cotton: In chief value, but not wholly, of cotton: Wholly of cotton: Not bleached, not mercerized, not colored, not combed, and not plied: Of number 13",,52084160,0.7534672021865845,0,0,0
"Yarns of cotton: In chief value, but not wholly, of cotton: Wholly of cotton: Not bleached, not mercerized, not colored, not combed, and not plied: Of number 16",,52084160,0.759273886680603,0,0,0
"Yarns of cotton: In chief value, but not wholly, of cotton: Wholly of cotton: Not bleached, not mercerized, not colored, not combed, and not plied: Of number 20",52051210.0,52084160,0.7419633269309998,1,0,0
"Yarns of cotton: In chief value, but not wholly, of cotton: Wholly of cotton: Not bleached, not mercerized, not colored, not combed, and not plied: Of number 23",,52051220,0.7282528877258301,0,0,0
"Yarns of cotton: In chief value, but not wholly, of cotton: Wholly of cotton: Not bleached, not mercerized, not colored, not combed, and not plied: Of number 24",,52121410,0.7281630039215088,0,0,0
"Yarns of cotton: In chief value, but not wholly, of cotton: Wholly of cotton: Not bleached, not mercerized, not colored, not combed, and not plied: Of number 28",,52051120,0.7272189259529114,0,0,0
"Yarns of cotton: In chief value, but not wholly, of cotton: Wholly of cotton: Not bleached, not mercerized, not colored, not combed, and not plied: Of number 30",52051310.0,52084160,0.7406302690505981,1,0,0
"Yarns of cotton: In chief value, but not wholly, of cotton: Wholly of cotton: Not bleached, not mercerized, not colored, not combed, and not plied: Of number 35",,52084160,0.7387510538101196,0,0,0
"Yarns of cotton: In chief value, but not wholly, of cotton: Wholly of cotton: Not bleached, not mercerized, not colored, not combed, and not plied: Of number 39",,52084160,0.7482567429542542,0,0,0
"Yarns of cotton: In chief value, but not wholly, of cotton: Wholly of cotton: Not bleached, not mercerized, not colored, not combed, and not plied: Of number 41",,52084160,0.7283130884170532,0,0,0
"Yarns of cotton: In chief value, but not wholly, of cotton: Wholly of cotton: Not bleached, not mercerized, not colored, not combed, and not plied: Of number 7",,52051120,0.7328329682350159,0,0,0
"Yarns, of silk: In chief value, but not wholly, of silk: Wholly of man-made fibers and noncontinuous silk fibers: Singles: Bleached or colored: Not colored, measuring over 58,800 yards per pound",,52084160,0.7124415636062622,0,0,0
"Yarns, of silk: In chief value, but not wholly, of silk: Wholly of man-made fibers and noncontinuous silk fibers: Singles: Not bleached and not colored",50050000.0,52114100,0.6752628087997437,0,0,0
"Yarns, of silk: Wholly of silk, but in part continuous and in part noncontinuous fibers",50040000.0,52114100,0.6551778316497803,0,0,0
"Yarns, wholly of noncontinuous silk fibers (provided for in part 1D, schedule 3 ): Plied, not bleached and not colored, measuring over 29,400 yards per pound (item 308.50 and item 308.51)",,52051420,0.7130218744277954,0,0,0
Zaffer,25309000.0,32071000,0.507307767868042,0,0,0
Zinc compounds: Sulfate,28332600.0,28332945,0.9162383079528807,1,1,0
"Zirconium, wrought and unwrought, zirconium waste and scrap: Wrought",81099000.0,81093100,0.6692723035812378,1,1,0
